"Step","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"269","0.7645","0.7645","0.7645","0.8625","0.8625","0.8625","0.2615","0.2615","0.2615"
"270","0.738","0.738","0.738","0.8315","0.8315","0.8315","0.27","0.27","0.27"
"271","0.7255","0.7255","0.7255","0.848","0.848","0.848","0.2665","0.2665","0.2665"
"272","0.6775","0.6775","0.6775","0.8675","0.8675","0.8675","0.2685","0.2685","0.2685"
"273","0.715","0.715","0.715","0.8565","0.8565","0.8565","0.273","0.273","0.273"
"274","0.74","0.74","0.74","0.819","0.819","0.819","0.2735","0.2735","0.2735"
"275","0","0","0","0","0","0","0.0295","0.0295","0.0295"
"276","0.643","0.643","0.643","0.704","0.704","0.704","0.096","0.096","0.096"
"277","0.6495","0.6495","0.6495","0.7915","0.7915","0.7915","0.2085","0.2085","0.2085"
"278","0.6955","0.6955","0.6955","0.7265","0.7265","0.7265","0.2565","0.2565","0.2565"
"279","0.6935","0.6935","0.6935","0.7635","0.7635","0.7635","0.272","0.272","0.272"
"280","0.726","0.726","0.726","0.7825","0.7825","0.7825","0.286","0.286","0.286"
"281","0.73","0.73","0.73","0.82","0.82","0.82","0.286","0.286","0.286"
"282","0.753","0.753","0.753","0.8305","0.8305","0.8305","0.2845","0.2845","0.2845"
"283","0.75","0.75","0.75","0.8365","0.8365","0.8365","0.2915","0.2915","0.2915"
"284","0.7355","0.7355","0.7355","0.843","0.843","0.843","0.293","0.293","0.293"
"285","0.756","0.756","0.756","0.8455","0.8455","0.8455","0.307","0.307","0.307"
"286","0.768","0.768","0.768","0.8245","0.8245","0.8245","0.3005","0.3005","0.3005"
"287","0.767","0.767","0.767","0.856","0.856","0.856","0.3125","0.3125","0.3125"
"288","0.743","0.743","0.743","0.838","0.838","0.838","0.316","0.316","0.316"
"289","0.728","0.728","0.728","0.7975","0.7975","0.7975","0.3125","0.3125","0.3125"
"290","0.762","0.762","0.762","0.819","0.819","0.819","0.312","0.312","0.312"
"291","0.767","0.767","0.767","0.8585","0.8585","0.8585","0.313","0.313","0.313"
"292","0.781","0.781","0.781","0.8515","0.8515","0.8515","0.3075","0.3075","0.3075"
"293","0.775","0.775","0.775","0.8725","0.8725","0.8725","0.3035","0.3035","0.3035"
"294","0.755","0.755","0.755","0.8725","0.8725","0.8725","0.3155","0.3155","0.3155"
"295","0.7455","0.7455","0.7455","0.867","0.867","0.867","0.3115","0.3115","0.3115"
"296","0.7665","0.7665","0.7665","0.8655","0.8655","0.8655","0.318","0.318","0.318"
"297","0.7675","0.7675","0.7675","0.8365","0.8365","0.8365","0.312","0.312","0.312"
"298","0.788","0.788","0.788","0.8735","0.8735","0.8735","0.313","0.313","0.313"
"299","0.7635","0.7635","0.7635","0.849","0.849","0.849","0.318","0.318","0.318"
"300","0","0","0","0","0","0","0.0055","0.0055","0.0055"
"301","0.5795","0.5795","0.5795","0.5705","0.5705","0.5705","0.017","0.017","0.017"
"302","0.652","0.652","0.652","0.6355","0.6355","0.6355","0.1725","0.1725","0.1725"
"303","0.672","0.672","0.672","0.702","0.702","0.702","0.193","0.193","0.193"
"304","0.648","0.648","0.648","0.7125","0.7125","0.7125","0.2215","0.2215","0.2215"
"305","0.652","0.652","0.652","0.727","0.727","0.727","0.238","0.238","0.238"
"306","0.7775","0.7775","0.7775","0.7335","0.7335","0.7335","0.2535","0.2535","0.2535"
"307","0.6715","0.6715","0.6715","0.7545","0.7545","0.7545","0.2595","0.2595","0.2595"
"308","0.758","0.758","0.758","0.721","0.721","0.721","0.2655","0.2655","0.2655"
"309","0.7515","0.7515","0.7515","0.7755","0.7755","0.7755","0.2765","0.2765","0.2765"
"310","0.7055","0.7055","0.7055","0.766","0.766","0.766","0.279","0.279","0.279"
"311","0.6965","0.6965","0.6965","0.773","0.773","0.773","0.281","0.281","0.281"
"312","0.747","0.747","0.747","0.7925","0.7925","0.7925","0.2825","0.2825","0.2825"
"313","0.769","0.769","0.769","0.751","0.751","0.751","0.293","0.293","0.293"
"314","0.72","0.72","0.72","0.7575","0.7575","0.7575","0.292","0.292","0.292"
"315","0.7525","0.7525","0.7525","0.772","0.772","0.772","0.2835","0.2835","0.2835"
"316","0.731","0.731","0.731","0.7975","0.7975","0.7975","0.288","0.288","0.288"
"317","0.7615","0.7615","0.7615","0.808","0.808","0.808","0.286","0.286","0.286"
"318","0.761","0.761","0.761","0.799","0.799","0.799","0.289","0.289","0.289"
"319","0.762","0.762","0.762","0.778","0.778","0.778","0.287","0.287","0.287"
"320","0.7265","0.7265","0.7265","0.822","0.822","0.822","0.2945","0.2945","0.2945"
"321","0.729","0.729","0.729","0.766","0.766","0.766","0.2945","0.2945","0.2945"
"322","0.772","0.772","0.772","0.81","0.81","0.81","0.305","0.305","0.305"
"323","0.7565","0.7565","0.7565","0.804","0.804","0.804","0.3","0.3","0.3"
"324","0.747","0.747","0.747","0.794","0.794","0.794","0.2885","0.2885","0.2885"
"325","0","0","0","0","0","0","0.021","0.021","0.021"
"326","0.634","0.634","0.634","0.544","0.544","0.544","0.0825","0.0825","0.0825"
"327","0.764","0.764","0.764","0.7075","0.7075","0.7075","0.106","0.106","0.106"
"328","0.782","0.782","0.782","0.7","0.7","0.7","0.1995","0.1995","0.1995"
"329","0.7775","0.7775","0.7775","0.7345","0.7345","0.7345","0.221","0.221","0.221"
"330","0.772","0.772","0.772","0.677","0.677","0.677","0.217","0.217","0.217"
"331","0.76","0.76","0.76","0.77","0.77","0.77","0.231","0.231","0.231"
"332","0.7845","0.7845","0.7845","0.736","0.736","0.736","0.2385","0.2385","0.2385"
"333","0.795","0.795","0.795","0.7345","0.7345","0.7345","0.243","0.243","0.243"
"334","0.7895","0.7895","0.7895","0.784","0.784","0.784","0.245","0.245","0.245"
"335","0.8255","0.8255","0.8255","0.819","0.819","0.819","0.241","0.241","0.241"
"336","0.8015","0.8015","0.8015","0.7535","0.7535","0.7535","0.2435","0.2435","0.2435"
"337","0.815","0.815","0.815","0.794","0.794","0.794","0.2475","0.2475","0.2475"
"338","0.79","0.79","0.79","0.7905","0.7905","0.7905","0.2485","0.2485","0.2485"
"339","0.8285","0.8285","0.8285","0.7505","0.7505","0.7505","0.251","0.251","0.251"
"340","0.802","0.802","0.802","0.772","0.772","0.772","0.2505","0.2505","0.2505"
"341","0.8035","0.8035","0.8035","0.786","0.786","0.786","0.249","0.249","0.249"
"342","0.7745","0.7745","0.7745","0.7595","0.7595","0.7595","0.2545","0.2545","0.2545"
"343","0.803","0.803","0.803","0.79","0.79","0.79","0.2605","0.2605","0.2605"
"344","0.8195","0.8195","0.8195","0.7755","0.7755","0.7755","0.2615","0.2615","0.2615"
"345","0.7985","0.7985","0.7985","0.7905","0.7905","0.7905","0.265","0.265","0.265"
"346","0.816","0.816","0.816","0.756","0.756","0.756","0.257","0.257","0.257"
"347","0.833","0.833","0.833","0.787","0.787","0.787","0.2635","0.2635","0.2635"
"348","0.814","0.814","0.814","0.821","0.821","0.821","0.2565","0.2565","0.2565"
"349","0.823","0.823","0.823","0.8335","0.8335","0.8335","0.2605","0.2605","0.2605"
"350","0","0","0","0","0","0","0.0515","0.0515","0.0515"
"351","0.6395","0.6395","0.6395","0.6425","0.6425","0.6425","0.096","0.096","0.096"
"352","0.6485","0.6485","0.6485","0.713","0.713","0.713","0.1395","0.1395","0.1395"
"353","0.6725","0.6725","0.6725","0.765","0.765","0.765","0.2035","0.2035","0.2035"
"354","0.7495","0.7495","0.7495","0.7735","0.7735","0.7735","0.211","0.211","0.211"
"355","0.703","0.703","0.703","0.794","0.794","0.794","0.2135","0.2135","0.2135"
"356","0.6745","0.6745","0.6745","0.7625","0.7625","0.7625","0.214","0.214","0.214"
"357","0.7375","0.7375","0.7375","0.8025","0.8025","0.8025","0.2185","0.2185","0.2185"
"358","0.7245","0.7245","0.7245","0.789","0.789","0.789","0.2185","0.2185","0.2185"
"359","0.724","0.724","0.724","0.805","0.805","0.805","0.2265","0.2265","0.2265"
"360","0.763","0.763","0.763","0.811","0.811","0.811","0.2275","0.2275","0.2275"
"361","0.7215","0.7215","0.7215","0.7815","0.7815","0.7815","0.232","0.232","0.232"
"362","0.7265","0.7265","0.7265","0.8095","0.8095","0.8095","0.248","0.248","0.248"
"363","0.737","0.737","0.737","0.799","0.799","0.799","0.2525","0.2525","0.2525"
"364","0.6775","0.6775","0.6775","0.81","0.81","0.81","0.2515","0.2515","0.2515"
"365","0.7115","0.7115","0.7115","0.8085","0.8085","0.8085","0.2485","0.2485","0.2485"
"366","0.669","0.669","0.669","0.797","0.797","0.797","0.259","0.259","0.259"
"367","0.7635","0.7635","0.7635","0.8275","0.8275","0.8275","0.257","0.257","0.257"
"368","0.754","0.754","0.754","0.771","0.771","0.771","0.2545","0.2545","0.2545"
"369","0.744","0.744","0.744","0.8315","0.8315","0.8315","0.257","0.257","0.257"
"370","0.7405","0.7405","0.7405","0.826","0.826","0.826","0.2585","0.2585","0.2585"
"371","0.7845","0.7845","0.7845","0.8175","0.8175","0.8175","0.2645","0.2645","0.2645"
"372","0.7795","0.7795","0.7795","0.7965","0.7965","0.7965","0.253","0.253","0.253"
"373","0.741","0.741","0.741","0.834","0.834","0.834","0.268","0.268","0.268"
"374","0.6955","0.6955","0.6955","0.795","0.795","0.795","0.26","0.26","0.26"
"375","0","0","0","0","0","0","0.009","0.009","0.009"
"376","0.6395","0.6395","0.6395","0.7055","0.7055","0.7055","0.1435","0.1435","0.1435"
"377","0.652","0.652","0.652","0.778","0.778","0.778","0.2085","0.2085","0.2085"
"378","0.595","0.595","0.595","0.742","0.742","0.742","0.2585","0.2585","0.2585"
"379","0.623","0.623","0.623","0.7365","0.7365","0.7365","0.2915","0.2915","0.2915"
"380","0.7005","0.7005","0.7005","0.744","0.744","0.744","0.2975","0.2975","0.2975"
"381","0.6155","0.6155","0.6155","0.7635","0.7635","0.7635","0.297","0.297","0.297"
"382","0.645","0.645","0.645","0.75","0.75","0.75","0.303","0.303","0.303"
"383","0.63","0.63","0.63","0.7615","0.7615","0.7615","0.311","0.311","0.311"
"384","0.7015","0.7015","0.7015","0.7915","0.7915","0.7915","0.3175","0.3175","0.3175"
"385","0.686","0.686","0.686","0.754","0.754","0.754","0.3135","0.3135","0.3135"
"386","0.7005","0.7005","0.7005","0.79","0.79","0.79","0.315","0.315","0.315"
"387","0.6455","0.6455","0.6455","0.811","0.811","0.811","0.321","0.321","0.321"
"388","0.696","0.696","0.696","0.811","0.811","0.811","0.328","0.328","0.328"
"389","0.64","0.64","0.64","0.787","0.787","0.787","0.325","0.325","0.325"
"390","0.7355","0.7355","0.7355","0.8135","0.8135","0.8135","0.3235","0.3235","0.3235"
"391","0.708","0.708","0.708","0.808","0.808","0.808","0.3255","0.3255","0.3255"
"392","0.6725","0.6725","0.6725","0.8115","0.8115","0.8115","0.328","0.328","0.328"
"393","0.7295","0.7295","0.7295","0.7915","0.7915","0.7915","0.3345","0.3345","0.3345"
"394","0.692","0.692","0.692","0.7905","0.7905","0.7905","0.3305","0.3305","0.3305"
"395","0.722","0.722","0.722","0.81","0.81","0.81","0.3305","0.3305","0.3305"
"396","0.7105","0.7105","0.7105","0.8345","0.8345","0.8345","0.3335","0.3335","0.3335"
"397","0.714","0.714","0.714","0.767","0.767","0.767","0.3335","0.3335","0.3335"
"398","0.7285","0.7285","0.7285","0.804","0.804","0.804","0.3315","0.3315","0.3315"
"399","0.72","0.72","0.72","0.8095","0.8095","0.8095","0.3355","0.3355","0.3355"
"400","0","0","0","0","0","0","0.0455","0.0455","0.0455"
"401","0.5845","0.5845","0.5845","0.618","0.618","0.618","0.085","0.085","0.085"
"402","0.655","0.655","0.655","0.6475","0.6475","0.6475","0.194","0.194","0.194"
"403","0.652","0.652","0.652","0.718","0.718","0.718","0.237","0.237","0.237"
"404","0.6835","0.6835","0.6835","0.725","0.725","0.725","0.2555","0.2555","0.2555"
"405","0.6495","0.6495","0.6495","0.767","0.767","0.767","0.27","0.27","0.27"
"406","0.68","0.68","0.68","0.7345","0.7345","0.7345","0.2785","0.2785","0.2785"
"407","0.669","0.669","0.669","0.7845","0.7845","0.7845","0.2785","0.2785","0.2785"
"408","0.694","0.694","0.694","0.808","0.808","0.808","0.2765","0.2765","0.2765"
"409","0.671","0.671","0.671","0.8185","0.8185","0.8185","0.281","0.281","0.281"
"410","0.713","0.713","0.713","0.7945","0.7945","0.7945","0.277","0.277","0.277"
"411","0.6925","0.6925","0.6925","0.7685","0.7685","0.7685","0.2805","0.2805","0.2805"
"412","0.7145","0.7145","0.7145","0.8245","0.8245","0.8245","0.286","0.286","0.286"
"413","0.715","0.715","0.715","0.7735","0.7735","0.7735","0.2945","0.2945","0.2945"
"414","0.7135","0.7135","0.7135","0.7945","0.7945","0.7945","0.2985","0.2985","0.2985"
"415","0.7045","0.7045","0.7045","0.8155","0.8155","0.8155","0.301","0.301","0.301"
"416","0.675","0.675","0.675","0.8","0.8","0.8","0.3035","0.3035","0.3035"
"417","0.71","0.71","0.71","0.828","0.828","0.828","0.3035","0.3035","0.3035"
"418","0.7385","0.7385","0.7385","0.828","0.828","0.828","0.3015","0.3015","0.3015"
"419","0.692","0.692","0.692","0.7885","0.7885","0.7885","0.304","0.304","0.304"
"420","0.6915","0.6915","0.6915","0.795","0.795","0.795","0.306","0.306","0.306"
"421","0.7005","0.7005","0.7005","0.8475","0.8475","0.8475","0.311","0.311","0.311"
"422","0.736","0.736","0.736","0.821","0.821","0.821","0.3135","0.3135","0.3135"
"423","0.7285","0.7285","0.7285","0.83","0.83","0.83","0.3105","0.3105","0.3105"
"424","0.7255","0.7255","0.7255","0.861","0.861","0.861","0.3155","0.3155","0.3155"
"425","0","0","0","0","0","0","0.038","0.038","0.038"
"426","0.6415","0.6415","0.6415","0.657","0.657","0.657","0.101","0.101","0.101"
"427","0.6595","0.6595","0.6595","0.7195","0.7195","0.7195","0.182","0.182","0.182"
"428","0.744","0.744","0.744","0.731","0.731","0.731","0.228","0.228","0.228"
"429","0.754","0.754","0.754","0.688","0.688","0.688","0.244","0.244","0.244"
"430","0.7065","0.7065","0.7065","0.724","0.724","0.724","0.2485","0.2485","0.2485"
"431","0.7855","0.7855","0.7855","0.7495","0.7495","0.7495","0.2495","0.2495","0.2495"
"432","0.8005","0.8005","0.8005","0.7715","0.7715","0.7715","0.2525","0.2525","0.2525"
"433","0.79","0.79","0.79","0.7565","0.7565","0.7565","0.2595","0.2595","0.2595"
"434","0.7405","0.7405","0.7405","0.7905","0.7905","0.7905","0.266","0.266","0.266"
"435","0.8065","0.8065","0.8065","0.784","0.784","0.784","0.2655","0.2655","0.2655"
"436","0.7635","0.7635","0.7635","0.7475","0.7475","0.7475","0.266","0.266","0.266"
"437","0.7815","0.7815","0.7815","0.7655","0.7655","0.7655","0.261","0.261","0.261"
"438","0.7895","0.7895","0.7895","0.7675","0.7675","0.7675","0.263","0.263","0.263"
"439","0.793","0.793","0.793","0.7665","0.7665","0.7665","0.263","0.263","0.263"
"440","0.8185","0.8185","0.8185","0.76","0.76","0.76","0.267","0.267","0.267"
"441","0.757","0.757","0.757","0.782","0.782","0.782","0.264","0.264","0.264"
"442","0.812","0.812","0.812","0.7785","0.7785","0.7785","0.266","0.266","0.266"
"443","0.8005","0.8005","0.8005","0.8155","0.8155","0.8155","0.2675","0.2675","0.2675"
"444","0.7845","0.7845","0.7845","0.8015","0.8015","0.8015","0.269","0.269","0.269"
"445","0.7845","0.7845","0.7845","0.801","0.801","0.801","0.275","0.275","0.275"
"446","0.789","0.789","0.789","0.8075","0.8075","0.8075","0.2795","0.2795","0.2795"
"447","0.8065","0.8065","0.8065","0.795","0.795","0.795","0.2725","0.2725","0.2725"
"448","0.797","0.797","0.797","0.8115","0.8115","0.8115","0.2725","0.2725","0.2725"
"449","0.7885","0.7885","0.7885","0.806","0.806","0.806","0.2795","0.2795","0.2795"
"450","0","0","0","0","0","0","0.1035","0.1035","0.1035"
"451","0.625","0.625","0.625","0.6835","0.6835","0.6835","0.1715","0.1715","0.1715"
"452","0.6085","0.6085","0.6085","0.746","0.746","0.746","0.307","0.307","0.307"
"453","0.693","0.693","0.693","0.7685","0.7685","0.7685","0.3155","0.3155","0.3155"
"454","0.6455","0.6455","0.6455","0.776","0.776","0.776","0.3165","0.3165","0.3165"
"455","0.693","0.693","0.693","0.8045","0.8045","0.8045","0.324","0.324","0.324"
"456","0.728","0.728","0.728","0.7905","0.7905","0.7905","0.3225","0.3225","0.3225"
"457","0.6935","0.6935","0.6935","0.768","0.768","0.768","0.3265","0.3265","0.3265"
"458","0.6465","0.6465","0.6465","0.814","0.814","0.814","0.337","0.337","0.337"
"459","0.6955","0.6955","0.6955","0.8105","0.8105","0.8105","0.34","0.34","0.34"
"460","0.672","0.672","0.672","0.836","0.836","0.836","0.337","0.337","0.337"
"461","0.706","0.706","0.706","0.8005","0.8005","0.8005","0.345","0.345","0.345"
"462","0.7615","0.7615","0.7615","0.78","0.78","0.78","0.346","0.346","0.346"
"463","0.694","0.694","0.694","0.809","0.809","0.809","0.349","0.349","0.349"
"464","0.72","0.72","0.72","0.8405","0.8405","0.8405","0.346","0.346","0.346"
"465","0.734","0.734","0.734","0.8415","0.8415","0.8415","0.352","0.352","0.352"
"466","0.756","0.756","0.756","0.8625","0.8625","0.8625","0.3525","0.3525","0.3525"
"467","0.7605","0.7605","0.7605","0.869","0.869","0.869","0.3645","0.3645","0.3645"
"468","0.7595","0.7595","0.7595","0.8285","0.8285","0.8285","0.3555","0.3555","0.3555"
"469","0.7225","0.7225","0.7225","0.8295","0.8295","0.8295","0.357","0.357","0.357"
"470","0.7235","0.7235","0.7235","0.8365","0.8365","0.8365","0.362","0.362","0.362"
"471","0.7685","0.7685","0.7685","0.8665","0.8665","0.8665","0.363","0.363","0.363"
"472","0.721","0.721","0.721","0.859","0.859","0.859","0.357","0.357","0.357"
"473","0.7335","0.7335","0.7335","0.8255","0.8255","0.8255","0.3605","0.3605","0.3605"
"474","0.771","0.771","0.771","0.8395","0.8395","0.8395","0.3625","0.3625","0.3625"
"475","0","0","0","0","0","0","0.044","0.044","0.044"
"476","0.7055","0.7055","0.7055","0.5735","0.5735","0.5735","0.189","0.189","0.189"
"477","0.768","0.768","0.768","0.703","0.703","0.703","0.201","0.201","0.201"
"478","0.7905","0.7905","0.7905","0.702","0.702","0.702","0.199","0.199","0.199"
"479","0.7915","0.7915","0.7915","0.6595","0.6595","0.6595","0.207","0.207","0.207"
"480","0.7605","0.7605","0.7605","0.719","0.719","0.719","0.207","0.207","0.207"
"481","0.792","0.792","0.792","0.644","0.644","0.644","0.2165","0.2165","0.2165"
"482","0.7305","0.7305","0.7305","0.7135","0.7135","0.7135","0.23","0.23","0.23"
"483","0.8075","0.8075","0.8075","0.747","0.747","0.747","0.2255","0.2255","0.2255"
"484","0.7855","0.7855","0.7855","0.743","0.743","0.743","0.232","0.232","0.232"
"485","0.8055","0.8055","0.8055","0.7295","0.7295","0.7295","0.2435","0.2435","0.2435"
"486","0.8165","0.8165","0.8165","0.738","0.738","0.738","0.2405","0.2405","0.2405"
"487","0.7895","0.7895","0.7895","0.688","0.688","0.688","0.2465","0.2465","0.2465"
"488","0.7905","0.7905","0.7905","0.7475","0.7475","0.7475","0.245","0.245","0.245"
"489","0.7985","0.7985","0.7985","0.7525","0.7525","0.7525","0.2575","0.2575","0.2575"
"490","0.8185","0.8185","0.8185","0.745","0.745","0.745","0.2575","0.2575","0.2575"
"491","0.804","0.804","0.804","0.7535","0.7535","0.7535","0.255","0.255","0.255"
"492","0.7905","0.7905","0.7905","0.732","0.732","0.732","0.251","0.251","0.251"
"493","0.8405","0.8405","0.8405","0.72","0.72","0.72","0.2665","0.2665","0.2665"
"494","0.818","0.818","0.818","0.7845","0.7845","0.7845","0.2675","0.2675","0.2675"
"495","0.771","0.771","0.771","0.732","0.732","0.732","0.2645","0.2645","0.2645"
"496","0.7975","0.7975","0.7975","0.7375","0.7375","0.7375","0.264","0.264","0.264"
"497","0.837","0.837","0.837","0.741","0.741","0.741","0.274","0.274","0.274"
"498","0.7965","0.7965","0.7965","0.751","0.751","0.751","0.2705","0.2705","0.2705"
"499","0.816","0.816","0.816","0.7825","0.7825","0.7825","0.2705","0.2705","0.2705"
"500","0","0","0","0","0","0","0.0115","0.0115","0.0115"
"501","0.6665","0.6665","0.6665","0.5185","0.5185","0.5185","0.0635","0.0635","0.0635"
"502","0.7675","0.7675","0.7675","0.5985","0.5985","0.5985","0.16","0.16","0.16"
"503","0.7735","0.7735","0.7735","0.641","0.641","0.641","0.193","0.193","0.193"
"504","0.8295","0.8295","0.8295","0.6105","0.6105","0.6105","0.2085","0.2085","0.2085"
"505","0.714","0.714","0.714","0.645","0.645","0.645","0.215","0.215","0.215"
"506","0.7875","0.7875","0.7875","0.667","0.667","0.667","0.236","0.236","0.236"
"507","0.7685","0.7685","0.7685","0.69","0.69","0.69","0.2335","0.2335","0.2335"
"508","0.795","0.795","0.795","0.6835","0.6835","0.6835","0.2375","0.2375","0.2375"
"509","0.767","0.767","0.767","0.657","0.657","0.657","0.2445","0.2445","0.2445"
"510","0.789","0.789","0.789","0.717","0.717","0.717","0.249","0.249","0.249"
"511","0.797","0.797","0.797","0.689","0.689","0.689","0.2495","0.2495","0.2495"
"512","0.7935","0.7935","0.7935","0.724","0.724","0.724","0.2495","0.2495","0.2495"
"513","0.8085","0.8085","0.8085","0.6985","0.6985","0.6985","0.257","0.257","0.257"
"514","0.819","0.819","0.819","0.687","0.687","0.687","0.263","0.263","0.263"
"515","0.789","0.789","0.789","0.691","0.691","0.691","0.2645","0.2645","0.2645"
"516","0.7945","0.7945","0.7945","0.7225","0.7225","0.7225","0.2585","0.2585","0.2585"
"517","0.8345","0.8345","0.8345","0.7085","0.7085","0.7085","0.261","0.261","0.261"
"518","0.8225","0.8225","0.8225","0.7605","0.7605","0.7605","0.265","0.265","0.265"
"519","0.8065","0.8065","0.8065","0.6935","0.6935","0.6935","0.265","0.265","0.265"
"520","0.8065","0.8065","0.8065","0.7445","0.7445","0.7445","0.2675","0.2675","0.2675"
"521","0.7945","0.7945","0.7945","0.769","0.769","0.769","0.268","0.268","0.268"
"522","0.8075","0.8075","0.8075","0.7825","0.7825","0.7825","0.2675","0.2675","0.2675"
"523","0.814","0.814","0.814","0.7845","0.7845","0.7845","0.2705","0.2705","0.2705"
"524","0.813","0.813","0.813","0.7275","0.7275","0.7275","0.2705","0.2705","0.2705"
"525","0","0","0","0","0","0","0.041","0.041","0.041"
"526","0.6","0.6","0.6","0.6255","0.6255","0.6255","0.1725","0.1725","0.1725"
"527","0.6405","0.6405","0.6405","0.634","0.634","0.634","0.2595","0.2595","0.2595"
"528","0.6205","0.6205","0.6205","0.779","0.779","0.779","0.2955","0.2955","0.2955"
"529","0.6755","0.6755","0.6755","0.736","0.736","0.736","0.305","0.305","0.305"
"530","0.626","0.626","0.626","0.7165","0.7165","0.7165","0.3035","0.3035","0.3035"
"531","0.647","0.647","0.647","0.7455","0.7455","0.7455","0.311","0.311","0.311"
"532","0.6495","0.6495","0.6495","0.742","0.742","0.742","0.3125","0.3125","0.3125"
"533","0.6545","0.6545","0.6545","0.727","0.727","0.727","0.3225","0.3225","0.3225"
"534","0.667","0.667","0.667","0.7535","0.7535","0.7535","0.32","0.32","0.32"
"535","0.688","0.688","0.688","0.8115","0.8115","0.8115","0.327","0.327","0.327"
"536","0.6775","0.6775","0.6775","0.806","0.806","0.806","0.3315","0.3315","0.3315"
"537","0.6775","0.6775","0.6775","0.779","0.779","0.779","0.332","0.332","0.332"
"538","0.684","0.684","0.684","0.7845","0.7845","0.7845","0.3375","0.3375","0.3375"
"539","0.6845","0.6845","0.6845","0.7605","0.7605","0.7605","0.337","0.337","0.337"
"540","0.688","0.688","0.688","0.7725","0.7725","0.7725","0.341","0.341","0.341"
"541","0.6655","0.6655","0.6655","0.7555","0.7555","0.7555","0.342","0.342","0.342"
"542","0.7105","0.7105","0.7105","0.806","0.806","0.806","0.3415","0.3415","0.3415"
"543","0.733","0.733","0.733","0.7885","0.7885","0.7885","0.3475","0.3475","0.3475"
"544","0.7205","0.7205","0.7205","0.8355","0.8355","0.8355","0.3465","0.3465","0.3465"
"545","0.718","0.718","0.718","0.7765","0.7765","0.7765","0.3505","0.3505","0.3505"
"546","0.692","0.692","0.692","0.815","0.815","0.815","0.3485","0.3485","0.3485"
"547","0.6895","0.6895","0.6895","0.7915","0.7915","0.7915","0.3425","0.3425","0.3425"
"548","0.672","0.672","0.672","0.789","0.789","0.789","0.345","0.345","0.345"
