"Step","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"12135","0.413","0.413","0.413","","","","","",""
"12137","0.4245","0.4245","0.4245","","","","","",""
"12138","","","","","","","0.494","0.494","0.494"
"12141","0.4335","0.4335","0.4335","","","","","",""
"12143","","","","0.4405","0.4405","0.4405","","",""
"12147","","","","0.44","0.44","0.44","","",""
"12153","","","","","","","0.4385","0.4385","0.4385"
"12157","0.3885","0.3885","0.3885","0.3845","0.3845","0.3845","","",""
"12163","0.4155","0.4155","0.4155","","","","","",""
"12166","0.4215","0.4215","0.4215","","","","","",""
"12168","","","","0.4385","0.4385","0.4385","","",""
"12172","0.4345","0.4345","0.4345","","","","","",""
"12176","","","","0.012","0.012","0.012","","",""
"12179","0.2345","0.2345","0.2345","0.2265","0.2265","0.2265","","",""
"12180","","","","","","","0.426","0.426","0.426"
"12182","","","","0.351","0.351","0.351","","",""
"12183","0.362","0.362","0.362","","","","","",""
"12186","","","","0.389","0.389","0.389","","",""
"12187","0.381","0.381","0.381","","","","","",""
"12190","","","","","","","0.457","0.457","0.457"
"12192","","","","","","","0.4565","0.4565","0.4565"
"12196","","","","0.407","0.407","0.407","","",""
"12198","","","","0.4135","0.4135","0.4135","","",""
"12202","","","","","","","0.3205","0.3205","0.3205"
"12203","0.1875","0.1875","0.1875","","","","","",""
"12204","","","","","","","0.431","0.431","0.431"
"12205","","","","","","","0.463","0.463","0.463"
"12206","","","","","","","0.4745","0.4745","0.4745"
"12210","0.418","0.418","0.418","0.4275","0.4275","0.4275","","",""
"12212","","","","","","","0.495","0.495","0.495"
"12213","0.4325","0.4325","0.4325","","","","","",""
"12214","","","","0.44","0.44","0.44","","",""
"12215","0.4355","0.4355","0.4355","","","","","",""
"12216","","","","","","","0.5045","0.5045","0.5045"
"12217","0.4365","0.4365","0.4365","","","","0.5085","0.5085","0.5085"
"12221","0.4375","0.4375","0.4375","","","","0.5135","0.5135","0.5135"
"12226","","","","0.011","0.011","0.011","","",""
"12227","0.079","0.079","0.079","","","","0.3305","0.3305","0.3305"
"12232","","","","","","","0.4385","0.4385","0.4385"
"12233","","","","","","","0.4415","0.4415","0.4415"
"12234","","","","","","","0.4435","0.4435","0.4435"
"12235","0.361","0.361","0.361","","","","0.441","0.441","0.441"
"12239","0.376","0.376","0.376","0.3815","0.3815","0.3815","","",""
"12240","0.3805","0.3805","0.3805","","","","","",""
"12242","","","","0.3815","0.3815","0.3815","0.446","0.446","0.446"
"12243","0.386","0.386","0.386","","","","","",""
"12244","","","","","","","0.452","0.452","0.452"
"12248","0.394","0.394","0.394","","","","","",""
"12251","0.0135","0.0135","0.0135","","","","","",""
"12254","0.2615","0.2615","0.2615","","","","","",""
"12257","","","","0.396","0.396","0.396","","",""
"12261","0.4135","0.4135","0.4135","0.4215","0.4215","0.4215","","",""
"12263","0.421","0.421","0.421","","","","","",""
"12264","0.421","0.421","0.421","","","","","",""
"12265","","","","","","","0.508","0.508","0.508"
"12268","0.436","0.436","0.436","","","","","",""
"12269","","","","","","","0.513","0.513","0.513"
"12271","0.4385","0.4385","0.4385","","","","0.5135","0.5135","0.5135"
"12276","","","","0.019","0.019","0.019","","",""
"12277","0.1045","0.1045","0.1045","","","","","",""
"12280","","","","","","","0.449","0.449","0.449"
"12281","","","","0.341","0.341","0.341","","",""
"12286","","","","0.3765","0.3765","0.3765","0.4835","0.4835","0.4835"
"12288","","","","0.383","0.383","0.383","","",""
"12290","","","","","","","0.496","0.496","0.496"
"12294","","","","0.388","0.388","0.388","","",""
"12295","0.393","0.393","0.393","","","","","",""
"12297","","","","","","","0.498","0.498","0.498"
"12304","","","","","","","0.421","0.421","0.421"
"12306","0.353","0.353","0.353","","","","","",""
"12309","","","","0.418","0.418","0.418","","",""
"12312","","","","","","","0.522","0.522","0.522"
"12314","0.4355","0.4355","0.4355","0.4435","0.4435","0.4435","","",""
"12317","","","","","","","0.5265","0.5265","0.5265"
"12319","","","","","","","0.5295","0.5295","0.5295"
"12320","0.4485","0.4485","0.4485","0.4545","0.4545","0.4545","","",""
"12326","","","","","","","0.3485","0.3485","0.3485"
"12330","","","","","","","0.492","0.492","0.492"
"12337","","","","","","","0.5205","0.5205","0.5205"
"12338","","","","0.459","0.459","0.459","0.5175","0.5175","0.5175"
"12339","","","","0.457","0.457","0.457","","",""
"12340","","","","","","","0.5205","0.5205","0.5205"
"12345","","","","0.4635","0.4635","0.4635","","",""
"12346","","","","0.4635","0.4635","0.4635","","",""
"12347","0.435","0.435","0.435","","","","","",""
"12349","","","","0.4625","0.4625","0.4625","","",""
"12364","","","","","","","0.4925","0.4925","0.4925"
"12368","0.416","0.416","0.416","","","","","",""
"12369","","","","","","","0.498","0.498","0.498"
"12374","","","","0.425","0.425","0.425","","",""
"12378","0.222","0.222","0.222","","","","","",""
"12379","","","","0.2745","0.2745","0.2745","0.4965","0.4965","0.4965"
"12380","","","","","","","0.5095","0.5095","0.5095"
"12381","0.374","0.374","0.374","","","","","",""
"12384","","","","0.421","0.421","0.421","","",""
"12386","","","","0.431","0.431","0.431","","",""
"12387","","","","0.4315","0.4315","0.4315","","",""
"12389","0.433","0.433","0.433","","","","","",""
"12390","","","","","","","0.517","0.517","0.517"
"12391","0.437","0.437","0.437","","","","","",""
"12392","0.436","0.436","0.436","","","","","",""
"12393","0.4415","0.4415","0.4415","","","","","",""
"12394","","","","0.4465","0.4465","0.4465","","",""
"12397","0.443","0.443","0.443","","","","0.514","0.514","0.514"
"12398","","","","","","","0.5175","0.5175","0.5175"
"12400","0","0","0","","","","","",""
"12403","","","","","","","0.4195","0.4195","0.4195"
"12404","","","","0.2705","0.2705","0.2705","","",""
"12407","0.364","0.364","0.364","","","","","",""
"12408","","","","0.3925","0.3925","0.3925","","",""
"12409","","","","","","","0.4725","0.4725","0.4725"
"12411","0.4025","0.4025","0.4025","0.4085","0.4085","0.4085","0.4815","0.4815","0.4815"
"12414","","","","0.421","0.421","0.421","","",""
"12415","","","","0.4135","0.4135","0.4135","","",""
"12416","0.4185","0.4185","0.4185","","","","","",""
"12417","0.4175","0.4175","0.4175","0.424","0.424","0.424","","",""
"12419","0.422","0.422","0.422","0.424","0.424","0.424","","",""
"12420","","","","0.427","0.427","0.427","","",""
"12421","","","","0.426","0.426","0.426","","",""
"12426","0.0075","0.0075","0.0075","","","","","",""
"12427","0.059","0.059","0.059","","","","","",""
"12430","0.3065","0.3065","0.3065","","","","","",""
"12431","0.3535","0.3535","0.3535","","","","","",""
"12433","","","","0.3985","0.3985","0.3985","","",""
"12435","","","","0.4195","0.4195","0.4195","0.499","0.499","0.499"
"12437","","","","0.435","0.435","0.435","","",""
"12443","0.445","0.445","0.445","","","","","",""
"12445","","","","","","","0.5155","0.5155","0.5155"
"12447","","","","0.4425","0.4425","0.4425","","",""
"12452","","","","","","","0.351","0.351","0.351"
"12453","0.15","0.15","0.15","","","","","",""
"12455","","","","","","","0.4435","0.4435","0.4435"
"12456","0.3255","0.3255","0.3255","","","","0.4595","0.4595","0.4595"
"12460","","","","0.406","0.406","0.406","0.481","0.481","0.481"
"12462","","","","0.405","0.405","0.405","","",""
"12464","0.4065","0.4065","0.4065","","","","","",""
"12465","","","","0.4115","0.4115","0.4115","","",""
"12466","0.4105","0.4105","0.4105","","","","","",""
"12467","","","","","","","0.492","0.492","0.492"
"12470","","","","","","","0.5","0.5","0.5"
"12471","0.411","0.411","0.411","","","","","",""
"12475","0","0","0","","","","0.001","0.001","0.001"
"12476","","","","0.02","0.02","0.02","","",""
"12477","0.1095","0.1095","0.1095","","","","","",""
"12483","","","","0.4145","0.4145","0.4145","","",""
"12489","","","","0.4345","0.4345","0.4345","","",""
"12490","","","","0.4355","0.4355","0.4355","","",""
"12492","","","","0.4415","0.4415","0.4415","","",""
"12497","","","","0.4435","0.4435","0.4435","","",""
"12502","","","","","","","0.772","0.772","0.772"
"12503","0.248","0.248","0.248","","","","","",""
"12504","","","","","","","0.7505","0.7505","0.7505"
"12506","0.4135","0.4135","0.4135","","","","","",""
"12507","","","","0.4255","0.4255","0.4255","","",""
"12510","0.4615","0.4615","0.4615","","","","","",""
"12512","","","","","","","0.834","0.834","0.834"
"12514","","","","","","","0.839","0.839","0.839"
"12516","","","","","","","0.8475","0.8475","0.8475"
"12517","0.482","0.482","0.482","","","","0.8475","0.8475","0.8475"
"12520","0.4875","0.4875","0.4875","","","","","",""
"12522","0.4915","0.4915","0.4915","","","","","",""
"12523","","","","0.475","0.475","0.475","","",""
"12524","","","","0.475","0.475","0.475","","",""
"12525","","","","","","","0","0","0"
"12528","","","","0.168","0.168","0.168","","",""
"12530","0.274","0.274","0.274","","","","","",""
"12532","0.301","0.301","0.301","","","","","",""
"12539","0.332","0.332","0.332","","","","","",""
"12542","0.341","0.341","0.341","","","","","",""
"12545","0.341","0.341","0.341","0.336","0.336","0.336","","",""
"12547","","","","0.3345","0.3345","0.3345","","",""
"12548","","","","0.3345","0.3345","0.3345","","",""
"12549","","","","","","","0.418","0.418","0.418"
"12550","","","","0.0005","0.0005","0.0005","","",""
"12554","","","","","","","0.4495","0.4495","0.4495"
"12557","","","","0.3905","0.3905","0.3905","","",""
"12558","","","","0.4","0.4","0.4","","",""
"12560","0.4235","0.4235","0.4235","0.4125","0.4125","0.4125","","",""
"12561","0.4295","0.4295","0.4295","","","","","",""
"12567","","","","","","","0.502","0.502","0.502"
"12568","","","","","","","0.5045","0.5045","0.5045"
"12569","","","","","","","0.5065","0.5065","0.5065"
"12573","","","","0.4355","0.4355","0.4355","","",""
"12576","","","","","","","0.3165","0.3165","0.3165"
"12577","","","","","","","0.4115","0.4115","0.4115"
"12580","","","","","","","0.4885","0.4885","0.4885"
"12582","0.403","0.403","0.403","0.4235","0.4235","0.4235","","",""
"12586","0.424","0.424","0.424","","","","","",""
"12589","","","","","","","0.5245","0.5245","0.5245"
"12596","0.4435","0.4435","0.4435","","","","0.535","0.535","0.535"
"12599","0.4505","0.4505","0.4505","","","","","",""
"12600","0.0125","0.0125","0.0125","","","","","",""
"12602","","","","0.127","0.127","0.127","","",""
"12604","0.264","0.264","0.264","","","","","",""
"12606","0.314","0.314","0.314","","","","","",""
"12607","","","","","","","0.4215","0.4215","0.4215"
"12609","0.343","0.343","0.343","","","","","",""
"12614","","","","0.354","0.354","0.354","0.431","0.431","0.431"
"12615","0.365","0.365","0.365","0.356","0.356","0.356","","",""
"12616","","","","0.359","0.359","0.359","0.4325","0.4325","0.4325"
"12617","","","","0.3595","0.3595","0.3595","","",""
"12622","","","","","","","0.429","0.429","0.429"
"12623","","","","0.3635","0.3635","0.3635","","",""
"12624","0.375","0.375","0.375","","","","","",""
"12625","0.0015","0.0015","0.0015","","","","","",""
"12626","","","","","","","0.2925","0.2925","0.2925"
"12628","0.263","0.263","0.263","0.2385","0.2385","0.2385","","",""
"12631","","","","0.368","0.368","0.368","","",""
"12636","0.4045","0.4045","0.4045","","","","","",""
"12637","","","","","","","0.4755","0.4755","0.4755"
"12638","","","","0.4095","0.4095","0.4095","","",""
"12641","","","","0.4125","0.4125","0.4125","","",""
"12643","0.4135","0.4135","0.4135","","","","","",""
"12644","","","","0.421","0.421","0.421","","",""
"12648","0.422","0.422","0.422","","","","","",""
"12650","0","0","0","","","","","",""
"12651","","","","0.0195","0.0195","0.0195","","",""
"12654","0.3095","0.3095","0.3095","","","","","",""
"12660","","","","0.414","0.414","0.414","","",""
"12661","0.418","0.418","0.418","","","","","",""
"12662","","","","","","","0.5055","0.5055","0.5055"
"12665","","","","0.431","0.431","0.431","","",""
"12666","0.4265","0.4265","0.4265","","","","","",""
"12672","","","","0.44","0.44","0.44","0.5155","0.5155","0.5155"
"12673","","","","","","","0.5145","0.5145","0.5145"
"12675","0.018","0.018","0.018","","","","","",""
"12676","","","","","","","0.3045","0.3045","0.3045"
"12677","","","","","","","0.388","0.388","0.388"
"12682","","","","","","","0.488","0.488","0.488"
"12685","0.421","0.421","0.421","","","","","",""
"12686","","","","0.4245","0.4245","0.4245","","",""
"12687","0.425","0.425","0.425","0.428","0.428","0.428","","",""
"12688","0.4245","0.4245","0.4245","0.429","0.429","0.429","0.494","0.494","0.494"
"12695","0.4345","0.4345","0.4345","","","","","",""
"12698","","","","0.4375","0.4375","0.4375","","",""
"12700","","","","0","0","0","0.0005","0.0005","0.0005"
"12703","","","","","","","0.4175","0.4175","0.4175"
"12710","","","","0.4025","0.4025","0.4025","","",""
"12715","","","","0.4185","0.4185","0.4185","","",""
"12717","","","","0.4235","0.4235","0.4235","","",""
"12718","0.4425","0.4425","0.4425","","","","","",""
"12719","0.436","0.436","0.436","","","","","",""
"12724","0.4415","0.4415","0.4415","","","","","",""
"12725","","","","0","0","0","","",""
"12727","","","","","","","0.3985","0.3985","0.3985"
"12729","","","","","","","0.4765","0.4765","0.4765"
"12730","","","","0.378","0.378","0.378","","",""
"12732","","","","","","","0.501","0.501","0.501"
"12733","","","","0.4285","0.4285","0.4285","","",""
"12735","0.4135","0.4135","0.4135","","","","","",""
"12739","0.427","0.427","0.427","","","","","",""
"12740","","","","","","","0.532","0.532","0.532"
"12742","0.4295","0.4295","0.4295","","","","","",""
"12744","0.435","0.435","0.435","","","","","",""
"12745","0.4345","0.4345","0.4345","","","","","",""
"12748","0.4375","0.4375","0.4375","","","","","",""
"12749","0.439","0.439","0.439","","","","","",""
"12752","0.1885","0.1885","0.1885","","","","","",""
"12754","","","","0.3735","0.3735","0.3735","","",""
"12762","0.4435","0.4435","0.4435","0.442","0.442","0.442","","",""
"12765","","","","","","","0.5285","0.5285","0.5285"
"12769","","","","0.4515","0.4515","0.4515","","",""
"12770","","","","0.452","0.452","0.452","","",""
"12772","","","","0.45","0.45","0.45","","",""
"12773","","","","","","","0.534","0.534","0.534"
"12775","","","","0.0515","0.0515","0.0515","","",""
"12776","","","","","","","0.3235","0.3235","0.3235"
"12778","","","","0.2885","0.2885","0.2885","","",""
"12780","","","","","","","0.47","0.47","0.47"
"12781","","","","0.3855","0.3855","0.3855","","",""
"12783","","","","0.401","0.401","0.401","0.495","0.495","0.495"
"12786","0.4305","0.4305","0.4305","","","","","",""
"12788","","","","0.4235","0.4235","0.4235","","",""
"12789","","","","0.422","0.422","0.422","","",""
"12792","0.441","0.441","0.441","","","","","",""
"12794","","","","0.4305","0.4305","0.4305","","",""
"12797","","","","0.435","0.435","0.435","","",""
"12799","0.4475","0.4475","0.4475","0.437","0.437","0.437","0.5265","0.5265","0.5265"
"12800","","","","","","","0.019","0.019","0.019"
"12801","","","","","","","0.2795","0.2795","0.2795"
"12804","","","","","","","0.4455","0.4455","0.4455"
"12805","","","","0.3365","0.3365","0.3365","","",""
"12808","0.3915","0.3915","0.3915","","","","","",""
"12809","0.4","0.4","0.4","","","","","",""
"12811","","","","","","","0.49","0.49","0.49"
"12812","","","","","","","0.4895","0.4895","0.4895"
"12814","","","","","","","0.492","0.492","0.492"
"12817","","","","0.4235","0.4235","0.4235","","",""
"12821","0.4185","0.4185","0.4185","","","","","",""
"12826","","","","0.083","0.083","0.083","","",""
"12831","","","","0.431","0.431","0.431","","",""
"12832","","","","","","","0.554","0.554","0.554"
"12833","","","","0.4535","0.4535","0.4535","","",""
"12834","","","","0.458","0.458","0.458","","",""
"12842","","","","0.4815","0.4815","0.4815","","",""
"12847","","","","0.492","0.492","0.492","","",""
"12848","0.498","0.498","0.498","","","","0.591","0.591","0.591"
"12849","","","","0.49","0.49","0.49","","",""
"12850","0","0","0","","","","","",""
"12854","","","","0.315","0.315","0.315","","",""
"12856","","","","","","","0.45","0.45","0.45"
"12860","","","","0.3795","0.3795","0.3795","","",""
"12863","0.3835","0.3835","0.3835","0.3855","0.3855","0.3855","","",""
"12865","0.3875","0.3875","0.3875","","","","","",""
"12867","","","","0.3945","0.3945","0.3945","","",""
"12869","","","","","","","0.46","0.46","0.46"
"12878","0.217","0.217","0.217","","","","","",""
"12879","","","","0.3095","0.3095","0.3095","","",""
"12882","","","","","","","0.479","0.479","0.479"
"12883","0.3725","0.3725","0.3725","","","","","",""
"12887","0.391","0.391","0.391","","","","","",""
"12889","","","","0.4205","0.4205","0.4205","0.484","0.484","0.484"
"12890","0.4","0.4","0.4","","","","","",""
"12891","","","","0.4205","0.4205","0.4205","","",""
"12892","0.4045","0.4045","0.4045","","","","0.487","0.487","0.487"
"12894","","","","0.427","0.427","0.427","","",""
"12895","","","","","","","0.493","0.493","0.493"
"12903","","","","","","","0.371","0.371","0.371"
"12911","","","","","","","0.4355","0.4355","0.4355"
"12913","0.3745","0.3745","0.3745","","","","","",""
"12920","0.3935","0.3935","0.3935","","","","","",""
