"Step","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy__MIN","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy__MAX"
"4704","0.468","0.468","0.468"
"4727","0.2465","0.2465","0.2465"
"4732","0.5935","0.5935","0.5935"
"4733","0.5915","0.5915","0.5915"
"4741","0.553","0.553","0.553"
"4746","0.5715","0.5715","0.5715"
"4747","0.616","0.616","0.616"
"4753","0.347","0.347","0.347"
"4755","0.584","0.584","0.584"
"4760","0.6365","0.6365","0.6365"
"4762","0.6475","0.6475","0.6475"
"4774","0.6445","0.6445","0.6445"
"4775","0","0","0"
"4780","0.462","0.462","0.462"
"4784","0.608","0.608","0.608"
"4787","0.592","0.592","0.592"
"4790","0.6435","0.6435","0.6435"
"4792","0.6055","0.6055","0.6055"
"4793","0.616","0.616","0.616"
"4794","0.6","0.6","0.6"
"4795","0.631","0.631","0.631"
"4797","0.6505","0.6505","0.6505"
"4817","0.4535","0.4535","0.4535"
"4818","0.555","0.555","0.555"
"4822","0.5485","0.5485","0.5485"
"4828","0.406","0.406","0.406"
"4835","0.7115","0.7115","0.7115"
"4848","0.685","0.685","0.685"
"4852","0.411","0.411","0.411"
"4862","0.622","0.622","0.622"
"4875","0","0","0"
"4878","0.4015","0.4015","0.4015"
"4885","0.689","0.689","0.689"
"4888","0.694","0.694","0.694"
"4895","0.702","0.702","0.702"
"4896","0.624","0.624","0.624"
"4901","0.1685","0.1685","0.1685"
"4907","0.474","0.474","0.474"
"4909","0.496","0.496","0.496"
"4912","0.549","0.549","0.549"
"4926","0.1985","0.1985","0.1985"
"4942","0.5905","0.5905","0.5905"
"4943","0.5995","0.5995","0.5995"
"4959","0.6395","0.6395","0.6395"
"4960","0.6505","0.6505","0.6505"
"4961","0.665","0.665","0.665"
"4962","0.6655","0.6655","0.6655"
"4966","0.6605","0.6605","0.6605"
"4975","0","0","0"
"4978","0.4185","0.4185","0.4185"
"4997","0.564","0.564","0.564"
"4999","0.563","0.563","0.563"
"5036","0.6055","0.6055","0.6055"
"5054","0.434","0.434","0.434"
"5067","0.6395","0.6395","0.6395"
"5069","0.605","0.605","0.605"
"5077","0.456","0.456","0.456"
"5083","0.5685","0.5685","0.5685"
"5089","0.556","0.556","0.556"
"5093","0.5295","0.5295","0.5295"
"5097","0.5165","0.5165","0.5165"
"5114","0.5765","0.5765","0.5765"
"5119","0.539","0.539","0.539"
"5124","0.602","0.602","0.602"
"5133","0.5255","0.5255","0.5255"
"5146","0.568","0.568","0.568"
"5150","0","0","0"
"5153","0.452","0.452","0.452"
"5154","0.4655","0.4655","0.4655"
"5155","0.498","0.498","0.498"
"5169","0.602","0.602","0.602"
"5172","0.5805","0.5805","0.5805"
"5174","0.55","0.55","0.55"
"5197","0.615","0.615","0.615"
"5205","0.6175","0.6175","0.6175"
"5212","0.624","0.624","0.624"
"5233","0.6675","0.6675","0.6675"
"5244","0.665","0.665","0.665"
"5255","0.5045","0.5045","0.5045"
"5257","0.599","0.599","0.599"
"5258","0.614","0.614","0.614"
"5259","0.6635","0.6635","0.6635"
"5283","0.6165","0.6165","0.6165"
"5285","0.6425","0.6425","0.6425"
"5294","0.687","0.687","0.687"
"5307","0.577","0.577","0.577"
"5311","0.587","0.587","0.587"
"5312","0.633","0.633","0.633"
"5319","0.602","0.602","0.602"
"5322","0.5855","0.5855","0.5855"
"5330","0.572","0.572","0.572"
"5335","0.6305","0.6305","0.6305"
"5338","0.5985","0.5985","0.5985"
"5349","0.565","0.565","0.565"
"5352","0.3855","0.3855","0.3855"
"5354","0.464","0.464","0.464"
"5355","0.5115","0.5115","0.5115"
"5374","0.556","0.556","0.556"
"5380","0.4965","0.4965","0.4965"
"5396","0.6215","0.6215","0.6215"
"5398","0.608","0.608","0.608"
"5401","0.239","0.239","0.239"
"5406","0.507","0.507","0.507"
"5410","0.5355","0.5355","0.5355"
"5415","0.586","0.586","0.586"
"5419","0.5605","0.5605","0.5605"
"5422","0.5485","0.5485","0.5485"
"5428","0.414","0.414","0.414"
"5449","0.559","0.559","0.559"
"5451","0.289","0.289","0.289"
"5452","0.371","0.371","0.371"
"5454","0.534","0.534","0.534"
"5461","0.592","0.592","0.592"
"5466","0.61","0.61","0.61"
"5477","0.3875","0.3875","0.3875"
"5480","0.6245","0.6245","0.6245"
"5488","0.64","0.64","0.64"
"5490","0.655","0.655","0.655"
"5494","0.647","0.647","0.647"
"5498","0.66","0.66","0.66"
"5499","0.624","0.624","0.624"
"5501","0.218","0.218","0.218"
"5526","0.3585","0.3585","0.3585"
"5528","0.502","0.502","0.502"
"5536","0.6495","0.6495","0.6495"
"5540","0.62","0.62","0.62"
"5542","0.641","0.641","0.641"
"5555","0.4965","0.4965","0.4965"
"5559","0.609","0.609","0.609"
"5565","0.5995","0.5995","0.5995"
"5570","0.5825","0.5825","0.5825"
"5576","0.1485","0.1485","0.1485"
"5580","0.5105","0.5105","0.5105"
"5588","0.5995","0.5995","0.5995"
"5601","0.125","0.125","0.125"
"5617","0.6405","0.6405","0.6405"
"5626","0.2495","0.2495","0.2495"
"5628","0.4885","0.4885","0.4885"
"5632","0.6015","0.6015","0.6015"
"5638","0.649","0.649","0.649"
"5639","0.6405","0.6405","0.6405"
"5645","0.6205","0.6205","0.6205"
"5647","0.645","0.645","0.645"
"5648","0.6445","0.6445","0.6445"
"5649","0.6455","0.6455","0.6455"
"5658","0.5585","0.5585","0.5585"
"5669","0.607","0.607","0.607"
"5686","0.5645","0.5645","0.5645"
"5688","0.5675","0.5675","0.5675"
"5691","0.6075","0.6075","0.6075"
"5693","0.6025","0.6025","0.6025"
"5706","0.6035","0.6035","0.6035"
"5711","0.6195","0.6195","0.6195"
"5712","0.5915","0.5915","0.5915"
"5713","0.6375","0.6375","0.6375"
"5722","0.5775","0.5775","0.5775"
"5729","0.5065","0.5065","0.5065"
"5731","0.552","0.552","0.552"
"5732","0.5205","0.5205","0.5205"
"5734","0.5885","0.5885","0.5885"
"5740","0.569","0.569","0.569"
"5746","0.614","0.614","0.614"
"5748","0.5735","0.5735","0.5735"
"5751","0.239","0.239","0.239"
"5755","0.6035","0.6035","0.6035"
"5761","0.628","0.628","0.628"
"5764","0.629","0.629","0.629"
"5771","0.6065","0.6065","0.6065"
"5772","0.633","0.633","0.633"
"5787","0.56","0.56","0.56"
"5789","0.566","0.566","0.566"
"5808","0.6135","0.6135","0.6135"
"5809","0.647","0.647","0.647"
"5811","0.6585","0.6585","0.6585"
"5814","0.649","0.649","0.649"
"5820","0.5965","0.5965","0.5965"
"5822","0.6005","0.6005","0.6005"
"5825","0","0","0"
"5828","0.399","0.399","0.399"
"5829","0.543","0.543","0.543"
"5842","0.5835","0.5835","0.5835"
"5846","0.6095","0.6095","0.6095"
"5847","0.5905","0.5905","0.5905"
"5852","0.42","0.42","0.42"
"5853","0.5065","0.5065","0.5065"
"5856","0.566","0.566","0.566"
"5861","0.627","0.627","0.627"
"5862","0.634","0.634","0.634"
"5863","0.5915","0.5915","0.5915"
"5869","0.628","0.628","0.628"
"5870","0.5695","0.5695","0.5695"
"5872","0.626","0.626","0.626"
"5874","0.603","0.603","0.603"
"5876","0.2285","0.2285","0.2285"
"5880","0.502","0.502","0.502"
"5884","0.6125","0.6125","0.6125"
"5898","0.552","0.552","0.552"
"5914","0.615","0.615","0.615"
"5920","0.5915","0.5915","0.5915"
"5928","0.4865","0.4865","0.4865"
"5933","0.64","0.64","0.64"
"5943","0.6055","0.6055","0.6055"
"5945","0.577","0.577","0.577"
"5954","0.5915","0.5915","0.5915"
"5956","0.584","0.584","0.584"
"5962","0.62","0.62","0.62"
"5969","0.5905","0.5905","0.5905"
"5986","0.641","0.641","0.641"
"5989","0.639","0.639","0.639"
"6002","0.4135","0.4135","0.4135"
"6008","0.6245","0.6245","0.6245"
"6031","0.6305","0.6305","0.6305"
"6044","0.707","0.707","0.707"
"6045","0.6135","0.6135","0.6135"
"6055","0.5335","0.5335","0.5335"
"6058","0.5385","0.5385","0.5385"
"6064","0.5885","0.5885","0.5885"
"6087","0.5685","0.5685","0.5685"
"6091","0.4935","0.4935","0.4935"
"6095","0.5195","0.5195","0.5195"
"6098","0.539","0.539","0.539"
"6127","0.44","0.44","0.44"
"6141","0.5565","0.5565","0.5565"
"6144","0.531","0.531","0.531"
"6146","0.5575","0.5575","0.5575"
"6147","0.583","0.583","0.583"
"6151","0.1225","0.1225","0.1225"
"6157","0.6255","0.6255","0.6255"
"6158","0.6055","0.6055","0.6055"
"6161","0.634","0.634","0.634"
"6166","0.6405","0.6405","0.6405"
"6178","0.499","0.499","0.499"
"6191","0.576","0.576","0.576"
"6192","0.582","0.582","0.582"
"6196","0.5705","0.5705","0.5705"
"6204","0.476","0.476","0.476"
"6207","0.5975","0.5975","0.5975"
"6208","0.5855","0.5855","0.5855"
"6214","0.633","0.633","0.633"
"6237","0.63","0.63","0.63"
"6247","0.656","0.656","0.656"
"6265","0.647","0.647","0.647"
"6285","0.7215","0.7215","0.7215"
"6293","0.6235","0.6235","0.6235"
"6304","0.5695","0.5695","0.5695"
"6308","0.638","0.638","0.638"
"6316","0.65","0.65","0.65"
"6323","0.654","0.654","0.654"
"6325","0","0","0"
"6329","0.5565","0.5565","0.5565"
"6335","0.6345","0.6345","0.6345"
"6337","0.6295","0.6295","0.6295"
"6340","0.6375","0.6375","0.6375"
"6349","0.5845","0.5845","0.5845"
"6359","0.596","0.596","0.596"
"6364","0.616","0.616","0.616"
"6370","0.6095","0.6095","0.6095"
"6377","0.427","0.427","0.427"
"6380","0.589","0.589","0.589"
"6385","0.5855","0.5855","0.5855"
"6390","0.634","0.634","0.634"
"6394","0.6605","0.6605","0.6605"
"6400","0","0","0"
"6406","0.4815","0.4815","0.4815"
"6414","0.5835","0.5835","0.5835"
"6422","0.543","0.543","0.543"
"6432","0.5635","0.5635","0.5635"
"6441","0.588","0.588","0.588"
"6453","0.515","0.515","0.515"
"6457","0.6305","0.6305","0.6305"
"6462","0.636","0.636","0.636"
"6463","0.5865","0.5865","0.5865"
"6477","0.434","0.434","0.434"
"6500","0","0","0"
"6502","0.4405","0.4405","0.4405"
"6526","0.2585","0.2585","0.2585"
"6527","0.381","0.381","0.381"
"6528","0.4375","0.4375","0.4375"
"6529","0.5255","0.5255","0.5255"
"6531","0.512","0.512","0.512"
"6541","0.603","0.603","0.603"
"6542","0.5985","0.5985","0.5985"
"6545","0.592","0.592","0.592"
"6547","0.5925","0.5925","0.5925"
"6552","0.4275","0.4275","0.4275"
"6560","0.585","0.585","0.585"
"6562","0.6005","0.6005","0.6005"
"6572","0.6","0.6","0.6"
"6576","0.3735","0.3735","0.3735"
"6577","0.4595","0.4595","0.4595"
"6578","0.5075","0.5075","0.5075"
"6587","0.5745","0.5745","0.5745"
"6599","0.508","0.508","0.508"
"6607","0.593","0.593","0.593"
"6610","0.5925","0.5925","0.5925"
"6613","0.623","0.623","0.623"
"6617","0.62","0.62","0.62"
"6626","0.3765","0.3765","0.3765"
"6628","0.4645","0.4645","0.4645"
"6635","0.53","0.53","0.53"
"6662","0.5865","0.5865","0.5865"
"6668","0.5875","0.5875","0.5875"
"6669","0.574","0.574","0.574"
"6670","0.5535","0.5535","0.5535"
"6673","0.5605","0.5605","0.5605"
"6674","0.5315","0.5315","0.5315"
"6677","0.438","0.438","0.438"
"6678","0.5385","0.5385","0.5385"
"6688","0.596","0.596","0.596"
"6689","0.5885","0.5885","0.5885"
"6692","0.6005","0.6005","0.6005"
"6712","0.6305","0.6305","0.6305"
"6715","0.5875","0.5875","0.5875"
"6718","0.6605","0.6605","0.6605"
"6721","0.6205","0.6205","0.6205"
"6735","0.685","0.685","0.685"
"6742","0.619","0.619","0.619"
"6744","0.62","0.62","0.62"
"6757","0.631","0.631","0.631"
"6759","0.645","0.645","0.645"
"6761","0.609","0.609","0.609"
"6766","0.6045","0.6045","0.6045"
"6799","0.631","0.631","0.631"
"6805","0.507","0.507","0.507"
"6813","0.5845","0.5845","0.5845"
"6814","0.603","0.603","0.603"
"6822","0.565","0.565","0.565"
"6827","0.4835","0.4835","0.4835"
"6839","0.5865","0.5865","0.5865"
"6847","0.575","0.575","0.575"
"6851","0.311","0.311","0.311"
"6858","0.6425","0.6425","0.6425"
"6859","0.5955","0.5955","0.5955"
"6874","0.552","0.552","0.552"
"6881","0.56","0.56","0.56"
"6882","0.581","0.581","0.581"
"6886","0.607","0.607","0.607"
"6887","0.565","0.565","0.565"
"6892","0.5735","0.5735","0.5735"
"6893","0.5815","0.5815","0.5815"
"6906","0.5915","0.5915","0.5915"
"6909","0.5485","0.5485","0.5485"
"6925","0","0","0"
"6926","0.3175","0.3175","0.3175"
"6932","0.5295","0.5295","0.5295"
"6942","0.5325","0.5325","0.5325"
"6952","0.3955","0.3955","0.3955"
"6970","0.5985","0.5985","0.5985"
"6972","0.591","0.591","0.591"
"6995","0.516","0.516","0.516"
"6998","0.529","0.529","0.529"
"7002","0.3195","0.3195","0.3195"
"7015","0.6465","0.6465","0.6465"
"7021","0.615","0.615","0.615"
"7027","0.378","0.378","0.378"
"7033","0.559","0.559","0.559"
"7044","0.5855","0.5855","0.5855"
"7047","0.5805","0.5805","0.5805"
"7053","0.5875","0.5875","0.5875"
"7059","0.6125","0.6125","0.6125"
"7065","0.64","0.64","0.64"
"7070","0.6","0.6","0.6"
"7091","0.6755","0.6755","0.6755"
"7099","0.703","0.703","0.703"
"7100","0","0","0"
"7102","0.416","0.416","0.416"
"7111","0.6015","0.6015","0.6015"
"7112","0.5725","0.5725","0.5725"
"7115","0.576","0.576","0.576"
"7117","0.522","0.522","0.522"
"7138","0.523","0.523","0.523"
"7139","0.588","0.588","0.588"
"7143","0.587","0.587","0.587"
"7166","0.5245","0.5245","0.5245"
"7168","0.531","0.531","0.531"
"7171","0.561","0.561","0.561"
"7175","0","0","0"
"7176","0.304","0.304","0.304"
"7178","0.487","0.487","0.487"
"7179","0.5665","0.5665","0.5665"
"7190","0.589","0.589","0.589"
"7202","0.4485","0.4485","0.4485"
"7210","0.579","0.579","0.579"
"7212","0.598","0.598","0.598"
"7216","0.6255","0.6255","0.6255"
"7217","0.6195","0.6195","0.6195"
"7221","0.605","0.605","0.605"
"7224","0.513","0.513","0.513"
"7228","0.5395","0.5395","0.5395"
"7231","0.568","0.568","0.568"
"7234","0.5575","0.5575","0.5575"
"7239","0.545","0.545","0.545"
"7242","0.563","0.563","0.563"
"7279","0.436","0.436","0.436"
"7292","0.525","0.525","0.525"
"7294","0.5045","0.5045","0.5045"
"7324","0.5965","0.5965","0.5965"
"7330","0.5225","0.5225","0.5225"
"7331","0.544","0.544","0.544"
"7337","0.587","0.587","0.587"
"7345","0.55","0.55","0.55"
"7352","0.385","0.385","0.385"
"7355","0.575","0.575","0.575"
"7373","0.608","0.608","0.608"
"7383","0.598","0.598","0.598"
"7389","0.6245","0.6245","0.6245"
"7392","0.5885","0.5885","0.5885"
"7399","0.564","0.564","0.564"
"7401","0.3565","0.3565","0.3565"
"7406","0.599","0.599","0.599"
"7407","0.6135","0.6135","0.6135"
"7409","0.6175","0.6175","0.6175"
"7415","0.6455","0.6455","0.6455"
"7426","0.3795","0.3795","0.3795"
"7444","0.6145","0.6145","0.6145"
"7458","0.6335","0.6335","0.6335"
"7459","0.64","0.64","0.64"
"7468","0.599","0.599","0.599"
"7469","0.596","0.596","0.596"
"7476","0.3065","0.3065","0.3065"
"7493","0.676","0.676","0.676"
"7494","0.682","0.682","0.682"
"7500","0","0","0"
"7510","0.585","0.585","0.585"
"7511","0.574","0.574","0.574"
"7517","0.5905","0.5905","0.5905"
"7519","0.616","0.616","0.616"
"7542","0.682","0.682","0.682"
"7546","0.6825","0.6825","0.6825"
"7552","0.514","0.514","0.514"
"7557","0.529","0.529","0.529"
"7560","0.5655","0.5655","0.5655"
"7561","0.5285","0.5285","0.5285"
"7578","0.4975","0.4975","0.4975"
"7584","0.5805","0.5805","0.5805"
"7605","0.572","0.572","0.572"
"7612","0.653","0.653","0.653"
"7613","0.611","0.611","0.611"
"7622","0.571","0.571","0.571"
"7657","0.574","0.574","0.574"
"7673","0.5515","0.5515","0.5515"
"7675","0","0","0"
"7677","0.461","0.461","0.461"
"7689","0.6015","0.6015","0.6015"
"7695","0.6","0.6","0.6"
"7702","0.4345","0.4345","0.4345"
"7706","0.533","0.533","0.533"
"7708","0.613","0.613","0.613"
"7710","0.575","0.575","0.575"
"7720","0.581","0.581","0.581"
"7721","0.563","0.563","0.563"
"7733","0.579","0.579","0.579"
"7734","0.556","0.556","0.556"
"7744","0.555","0.555","0.555"
"7745","0.529","0.529","0.529"
"7746","0.5385","0.5385","0.5385"
"7747","0.5895","0.5895","0.5895"
"7753","0.501","0.501","0.501"
"7755","0.5805","0.5805","0.5805"
"7761","0.6505","0.6505","0.6505"
"7762","0.647","0.647","0.647"
"7764","0.636","0.636","0.636"
"7774","0.6735","0.6735","0.6735"
"7775","0","0","0"
"7776","0.313","0.313","0.313"
"7777","0.3905","0.3905","0.3905"
"7781","0.5995","0.5995","0.5995"
"7783","0.586","0.586","0.586"
"7788","0.5985","0.5985","0.5985"
"7793","0.618","0.618","0.618"
"7794","0.64","0.64","0.64"
"7822","0.6645","0.6645","0.6645"
"7824","0.648","0.648","0.648"
"7829","0.5755","0.5755","0.5755"
"7833","0.6445","0.6445","0.6445"
"7839","0.56","0.56","0.56"
"7845","0.497","0.497","0.497"
"7874","0.5645","0.5645","0.5645"
"7876","0.404","0.404","0.404"
"7880","0.5275","0.5275","0.5275"
"7896","0.629","0.629","0.629"
"7898","0.6125","0.6125","0.6125"
"7906","0.5795","0.5795","0.5795"
"7913","0.6025","0.6025","0.6025"
"7934","0.696","0.696","0.696"
"7943","0.6755","0.6755","0.6755"
"7947","0.622","0.622","0.622"
"7956","0.543","0.543","0.543"
"7958","0.5555","0.5555","0.5555"
"7969","0.6075","0.6075","0.6075"
"7980","0.6045","0.6045","0.6045"
"7983","0.5605","0.5605","0.5605"
"7987","0.62","0.62","0.62"
"7988","0.613","0.613","0.613"
"7995","0.5925","0.5925","0.5925"
"7996","0.582","0.582","0.582"
"8000","0","0","0"
"8004","0.4885","0.4885","0.4885"
"8006","0.592","0.592","0.592"
"8008","0.5595","0.5595","0.5595"
"8009","0.563","0.563","0.563"
"8027","0.392","0.392","0.392"
"8041","0.6295","0.6295","0.6295"
"8042","0.593","0.593","0.593"
"8046","0.6125","0.6125","0.6125"
"8051","0.3465","0.3465","0.3465"
"8054","0.5655","0.5655","0.5655"
"8057","0.5735","0.5735","0.5735"
"8074","0.5755","0.5755","0.5755"
"8076","0.33","0.33","0.33"
"8078","0.5345","0.5345","0.5345"
"8079","0.603","0.603","0.603"
"8084","0.661","0.661","0.661"
"8091","0.672","0.672","0.672"
"8105","0.539","0.539","0.539"
"8110","0.5755","0.5755","0.5755"
"8113","0.5665","0.5665","0.5665"
"8117","0.5525","0.5525","0.5525"
"8139","0.612","0.612","0.612"
"8145","0.6385","0.6385","0.6385"
"8153","0.5435","0.5435","0.5435"
"8156","0.643","0.643","0.643"
"8167","0.661","0.661","0.661"
"8178","0.5625","0.5625","0.5625"
"8181","0.61","0.61","0.61"
"8199","0.6285","0.6285","0.6285"
"8215","0.5645","0.5645","0.5645"
"8221","0.532","0.532","0.532"
"8226","0.3255","0.3255","0.3255"
"8232","0.5655","0.5655","0.5655"
"8243","0.596","0.596","0.596"
"8248","0.6155","0.6155","0.6155"
"8256","0.5485","0.5485","0.5485"
"8257","0.5985","0.5985","0.5985"
"8267","0.574","0.574","0.574"
"8269","0.6075","0.6075","0.6075"
"8272","0.568","0.568","0.568"
"8276","0.2985","0.2985","0.2985"
"8281","0.6725","0.6725","0.6725"
"8288","0.6685","0.6685","0.6685"
"8289","0.6755","0.6755","0.6755"
"8290","0.6585","0.6585","0.6585"
"8291","0.606","0.606","0.606"
"8297","0.5165","0.5165","0.5165"
"8303","0.5335","0.5335","0.5335"
"8308","0.625","0.625","0.625"
"8335","0.5975","0.5975","0.5975"
"8349","0.6095","0.6095","0.6095"
"8353","0.47","0.47","0.47"
"8354","0.4885","0.4885","0.4885"
"8357","0.5865","0.5865","0.5865"
"8359","0.6405","0.6405","0.6405"
"8377","0.4505","0.4505","0.4505"
"8381","0.578","0.578","0.578"
"8384","0.611","0.611","0.611"
"8387","0.6135","0.6135","0.6135"
"8390","0.6285","0.6285","0.6285"
"8391","0.6045","0.6045","0.6045"
"8400","0","0","0"
"8403","0.494","0.494","0.494"
"8412","0.647","0.647","0.647"
"8420","0.668","0.668","0.668"
"8424","0.623","0.623","0.623"
"8428","0.5865","0.5865","0.5865"
"8445","0.535","0.535","0.535"
"8472","0.5915","0.5915","0.5915"
"8476","0.4175","0.4175","0.4175"
"8482","0.5625","0.5625","0.5625"
"8483","0.5905","0.5905","0.5905"
"8490","0.558","0.558","0.558"
"8492","0.5615","0.5615","0.5615"
"8498","0.552","0.552","0.552"
"8506","0.557","0.557","0.557"
"8515","0.5815","0.5815","0.5815"
"8522","0.4915","0.4915","0.4915"
"8525","0","0","0"
"8548","0.531","0.531","0.531"
"8549","0.5305","0.5305","0.5305"
"8554","0.519","0.519","0.519"
"8557","0.634","0.634","0.634"
"8562","0.633","0.633","0.633"
"8563","0.6325","0.6325","0.6325"
"8578","0.5105","0.5105","0.5105"
"8579","0.546","0.546","0.546"
"8582","0.646","0.646","0.646"
"8585","0.647","0.647","0.647"
"8592","0.6365","0.6365","0.6365"
"8601","0.351","0.351","0.351"
"8605","0.5755","0.5755","0.5755"
"8620","0.627","0.627","0.627"
"8623","0.598","0.598","0.598"
"8645","0.668","0.668","0.668"
"8655","0.5005","0.5005","0.5005"
"8657","0.5525","0.5525","0.5525"
"8688","0.5765","0.5765","0.5765"
"8691","0.5165","0.5165","0.5165"
"8695","0.57","0.57","0.57"
"8698","0.5595","0.5595","0.5595"
"8701","0.353","0.353","0.353"
"8705","0.591","0.591","0.591"
"8707","0.584","0.584","0.584"
"8712","0.607","0.607","0.607"
"8715","0.629","0.629","0.629"
"8720","0.602","0.602","0.602"
"8725","0","0","0"
"8734","0.5395","0.5395","0.5395"
"8740","0.5355","0.5355","0.5355"
"8743","0.537","0.537","0.537"
"8760","0.639","0.639","0.639"
"8776","0.3535","0.3535","0.3535"
"8780","0.5745","0.5745","0.5745"
"8783","0.6475","0.6475","0.6475"
"8792","0.661","0.661","0.661"
"8807","0.5715","0.5715","0.5715"
"8810","0.537","0.537","0.537"
"8822","0.522","0.522","0.522"
"8826","0.3295","0.3295","0.3295"
"8828","0.478","0.478","0.478"
"8829","0.4795","0.4795","0.4795"
"8837","0.564","0.564","0.564"
"8838","0.5615","0.5615","0.5615"
"8839","0.572","0.572","0.572"
"8846","0.573","0.573","0.573"
"8847","0.581","0.581","0.581"
"8853","0.434","0.434","0.434"
"8869","0.558","0.558","0.558"
"8882","0.5265","0.5265","0.5265"
"8886","0.5565","0.5565","0.5565"
"8889","0.5675","0.5675","0.5675"
"8893","0.5605","0.5605","0.5605"
"8896","0.5265","0.5265","0.5265"
"8905","0.519","0.519","0.519"
"8907","0.541","0.541","0.541"
"8922","0.5385","0.5385","0.5385"
"8925","0","0","0"
"8928","0.526","0.526","0.526"
"8944","0.577","0.577","0.577"
"8947","0.595","0.595","0.595"
"8956","0.564","0.564","0.564"
"8961","0.559","0.559","0.559"
"8967","0.5975","0.5975","0.5975"
"8979","0.463","0.463","0.463"
"8981","0.5275","0.5275","0.5275"
"8986","0.5065","0.5065","0.5065"
"8987","0.5375","0.5375","0.5375"
"8993","0.493","0.493","0.493"
"9005","0.513","0.513","0.513"
"9022","0.566","0.566","0.566"
"9031","0.5445","0.5445","0.5445"
"9035","0.58","0.58","0.58"
"9037","0.57","0.57","0.57"
"9050","0","0","0"
"9051","0.283","0.283","0.283"
"9052","0.3575","0.3575","0.3575"
"9064","0.5995","0.5995","0.5995"
"9066","0.6005","0.6005","0.6005"
"9074","0.5945","0.5945","0.5945"
"9089","0.5285","0.5285","0.5285"
"9091","0.5475","0.5475","0.5475"
"9099","0.5255","0.5255","0.5255"
"9100","0","0","0"
"9128","0.413","0.413","0.413"
"9131","0.4725","0.4725","0.4725"
"9132","0.425","0.425","0.425"
"9137","0.4845","0.4845","0.4845"
"9139","0.492","0.492","0.492"
"9143","0.4455","0.4455","0.4455"
"9149","0.418","0.418","0.418"
"9152","0.3955","0.3955","0.3955"
"9160","0.606","0.606","0.606"
"9165","0.5835","0.5835","0.5835"
"9182","0.5845","0.5845","0.5845"
"9186","0.5805","0.5805","0.5805"
"9189","0.5855","0.5855","0.5855"
"9195","0.5205","0.5205","0.5205"
"9200","0","0","0"
"9204","0.498","0.498","0.498"
"9207","0.5085","0.5085","0.5085"
"9212","0.4895","0.4895","0.4895"
