"Step","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"750","","","","0","0","0","","","","0","0","0"
"751","","","","","","","","","","0.002","0.002","0.002"
"756","","","","","","","","","","0.2065","0.2065","0.2065"
"758","0.225","0.225","0.225","","","","0.2165","0.2165","0.2165","","",""
"760","","","","","","","","","","0.2335","0.2335","0.2335"
"763","0.256","0.256","0.256","","","","0.2525","0.2525","0.2525","","",""
"764","0.26","0.26","0.26","0.6905","0.6905","0.6905","0.268","0.268","0.268","","",""
"765","","","","0.7055","0.7055","0.7055","","","","","",""
"772","0.2845","0.2845","0.2845","","","","0.275","0.275","0.275","","",""
"773","","","","0.749","0.749","0.749","","","","","",""
"779","","","","0.7755","0.7755","0.7755","","","","","",""
"781","","","","0.7705","0.7705","0.7705","","","","","",""
"783","","","","","","","","","","0.234","0.234","0.234"
"784","","","","0.708","0.708","0.708","","","","","",""
"789","","","","","","","","","","0.2735","0.2735","0.2735"
"792","0.284","0.284","0.284","","","","0.2685","0.2685","0.2685","","",""
"793","","","","0.7735","0.7735","0.7735","","","","0.2825","0.2825","0.2825"
"795","0.2855","0.2855","0.2855","","","","0.2775","0.2775","0.2775","","",""
"798","0.299","0.299","0.299","","","","0.2805","0.2805","0.2805","","",""
"808","","","","0.7035","0.7035","0.7035","","","","","",""
"809","","","","","","","","","","0.212","0.212","0.212"
"813","","","","0.679","0.679","0.679","","","","","",""
"816","0.2595","0.2595","0.2595","","","","0.2425","0.2425","0.2425","","",""
"820","0.2735","0.2735","0.2735","","","","0.2485","0.2485","0.2485","","",""
"822","","","","","","","","","","0.2635","0.2635","0.2635"
"823","","","","","","","","","","0.265","0.265","0.265"
"832","","","","0.723","0.723","0.723","","","","","",""
"833","","","","0.7185","0.7185","0.7185","","","","0.213","0.213","0.213"
"837","0.2425","0.2425","0.2425","0.6865","0.6865","0.6865","0.2325","0.2325","0.2325","0.2405","0.2405","0.2405"
"841","0.252","0.252","0.252","","","","0.244","0.244","0.244","","",""
"843","0.2615","0.2615","0.2615","","","","0.248","0.248","0.248","","",""
"844","0.2675","0.2675","0.2675","","","","0.2475","0.2475","0.2475","","",""
"846","","","","0.749","0.749","0.749","","","","","",""
"850","0","0","0","","","","0","0","0","","",""
"854","","","","","","","","","","0.1155","0.1155","0.1155"
"855","","","","0.677","0.677","0.677","","","","","",""
"856","0.161","0.161","0.161","","","","0.158","0.158","0.158","","",""
"860","","","","0.68","0.68","0.68","","","","","",""
"861","","","","","","","","","","0.209","0.209","0.209"
"862","","","","","","","","","","0.219","0.219","0.219"
"866","","","","0.718","0.718","0.718","","","","","",""
"868","","","","0.7375","0.7375","0.7375","","","","","",""
"869","0.2445","0.2445","0.2445","0.724","0.724","0.724","0.2175","0.2175","0.2175","0.242","0.242","0.242"
"873","0.248","0.248","0.248","0.6785","0.6785","0.6785","0.222","0.222","0.222","","",""
"876","","","","0.575","0.575","0.575","","","","","",""
"877","","","","0.655","0.655","0.655","","","","","",""
"884","","","","","","","","","","0.3005","0.3005","0.3005"
"886","","","","0.806","0.806","0.806","","","","","",""
"888","","","","0.766","0.766","0.766","","","","","",""
"889","0.326","0.326","0.326","0.7775","0.7775","0.7775","0.316","0.316","0.316","","",""
"892","","","","0.775","0.775","0.775","","","","","",""
"897","0.3455","0.3455","0.3455","","","","0.3355","0.3355","0.3355","","",""
"898","","","","","","","","","","0.356","0.356","0.356"
"902","","","","","","","","","","0.0055","0.0055","0.0055"
"904","","","","0.5695","0.5695","0.5695","","","","","",""
"907","0.197","0.197","0.197","","","","0.1845","0.1845","0.1845","","",""
"909","","","","","","","","","","0.209","0.209","0.209"
"910","0.2305","0.2305","0.2305","","","","0.213","0.213","0.213","0.219","0.219","0.219"
"912","","","","","","","","","","0.2285","0.2285","0.2285"
"914","0.2445","0.2445","0.2445","","","","0.2315","0.2315","0.2315","","",""
"916","0.255","0.255","0.255","","","","0.231","0.231","0.231","0.2425","0.2425","0.2425"
"918","0.2615","0.2615","0.2615","","","","0.228","0.228","0.228","0.2445","0.2445","0.2445"
"919","","","","0.621","0.621","0.621","","","","","",""
"922","","","","","","","","","","0.2575","0.2575","0.2575"
"923","","","","0.6965","0.6965","0.6965","","","","","",""
"925","0.02","0.02","0.02","","","","0.0195","0.0195","0.0195","","",""
"928","0.0825","0.0825","0.0825","","","","0.0835","0.0835","0.0835","","",""
"929","0.1255","0.1255","0.1255","","","","0.1205","0.1205","0.1205","","",""
"930","","","","0.6855","0.6855","0.6855","","","","","",""
"934","","","","","","","","","","0.253","0.253","0.253"
"936","0.266","0.266","0.266","0.7455","0.7455","0.7455","0.2355","0.2355","0.2355","","",""
"940","0.2885","0.2885","0.2885","","","","0.264","0.264","0.264","","",""
"942","","","","0.7515","0.7515","0.7515","","","","","",""
"943","","","","","","","","","","0.3065","0.3065","0.3065"
"947","0.3035","0.3035","0.3035","","","","0.2785","0.2785","0.2785","","",""
"950","0.04","0.04","0.04","","","","0.045","0.045","0.045","","",""
"953","","","","0.786","0.786","0.786","","","","","",""
"954","0.15","0.15","0.15","","","","0.166","0.166","0.166","","",""
"958","","","","0.7725","0.7725","0.7725","","","","","",""
"959","","","","0.7895","0.7895","0.7895","","","","","",""
"960","","","","","","","","","","0.2485","0.2485","0.2485"
"961","","","","","","","","","","0.255","0.255","0.255"
"962","0.245","0.245","0.245","","","","0.2535","0.2535","0.2535","","",""
"963","0.258","0.258","0.258","","","","0.2515","0.2515","0.2515","","",""
"967","","","","0.7915","0.7915","0.7915","","","","","",""
"968","","","","0.7885","0.7885","0.7885","","","","","",""
"969","","","","0.7695","0.7695","0.7695","","","","","",""
"970","","","","0.831","0.831","0.831","","","","0.2765","0.2765","0.2765"
"972","0.2745","0.2745","0.2745","","","","0.2675","0.2675","0.2675","","",""
"973","","","","0.807","0.807","0.807","","","","","",""
"978","","","","","","","","","","0.128","0.128","0.128"
"979","","","","0.6345","0.6345","0.6345","","","","","",""
"980","0.1585","0.1585","0.1585","","","","0.146","0.146","0.146","","",""
"981","","","","0.7155","0.7155","0.7155","","","","","",""
"982","0.1665","0.1665","0.1665","0.712","0.712","0.712","0.1655","0.1655","0.1655","","",""
"983","0.173","0.173","0.173","","","","0.1745","0.1745","0.1745","","",""
"987","0.209","0.209","0.209","","","","0.205","0.205","0.205","","",""
"988","","","","0.732","0.732","0.732","","","","","",""
"995","0.23","0.23","0.23","","","","0.214","0.214","0.214","","",""
"1000","","","","0","0","0","","","","0.016","0.016","0.016"
"1004","","","","0.652","0.652","0.652","","","","","",""
"1010","0.214","0.214","0.214","","","","0.2145","0.2145","0.2145","","",""
"1014","","","","0.69","0.69","0.69","","","","","",""
"1022","","","","0.7035","0.7035","0.7035","","","","","",""
"1023","0.2835","0.2835","0.2835","","","","0.2645","0.2645","0.2645","","",""
"1027","","","","","","","","","","0.096","0.096","0.096"
"1029","0.172","0.172","0.172","0.6865","0.6865","0.6865","0.165","0.165","0.165","","",""
"1031","0.2065","0.2065","0.2065","","","","0.21","0.21","0.21","","",""
"1034","","","","0.7345","0.7345","0.7345","","","","","",""
"1035","","","","0.742","0.742","0.742","","","","","",""
"1036","0.2805","0.2805","0.2805","","","","0.2655","0.2655","0.2655","","",""
"1038","","","","0.774","0.774","0.774","","","","","",""
"1041","0.304","0.304","0.304","","","","0.2825","0.2825","0.2825","","",""
"1042","","","","","","","","","","0.3115","0.3115","0.3115"
"1045","","","","0.758","0.758","0.758","","","","","",""
"1051","","","","0.573","0.573","0.573","","","","0","0","0"
"1052","0.018","0.018","0.018","","","","0.028","0.028","0.028","","",""
"1053","0.0755","0.0755","0.0755","","","","0.0885","0.0885","0.0885","","",""
"1054","","","","0.7165","0.7165","0.7165","","","","","",""
"1055","0.2095","0.2095","0.2095","","","","0.215","0.215","0.215","","",""
"1058","0.2495","0.2495","0.2495","","","","0.247","0.247","0.247","0.244","0.244","0.244"
"1067","","","","0.764","0.764","0.764","","","","","",""
"1069","0.303","0.303","0.303","","","","0.299","0.299","0.299","","",""
"1072","","","","0.7675","0.7675","0.7675","","","","0.314","0.314","0.314"
"1076","","","","","","","","","","0","0","0"
"1077","","","","","","","","","","0.02","0.02","0.02"
"1081","","","","0.786","0.786","0.786","","","","","",""
"1088","0.27","0.27","0.27","","","","0.2615","0.2615","0.2615","","",""
"1092","","","","0.7615","0.7615","0.7615","","","","","",""
"1099","0.3005","0.3005","0.3005","","","","0.281","0.281","0.281","","",""
"1100","","","","","","","","","","0","0","0"
"1101","0","0","0","","","","0.0005","0.0005","0.0005","","",""
"1102","","","","0.653","0.653","0.653","","","","0.03","0.03","0.03"
"1103","","","","","","","","","","0.09","0.09","0.09"
"1104","0.1245","0.1245","0.1245","","","","0.1235","0.1235","0.1235","","",""
"1109","0.2445","0.2445","0.2445","0.735","0.735","0.735","0.225","0.225","0.225","","",""
"1111","0.2575","0.2575","0.2575","","","","0.237","0.237","0.237","","",""
"1120","","","","0.786","0.786","0.786","","","","","",""
"1121","0.3005","0.3005","0.3005","","","","0.2725","0.2725","0.2725","","",""
"1123","","","","0.7615","0.7615","0.7615","","","","","",""
"1124","","","","","","","","","","0.3135","0.3135","0.3135"
"1125","","","","","","","","","","0","0","0"
"1129","0.1545","0.1545","0.1545","0.692","0.692","0.692","0.135","0.135","0.135","","",""
"1130","","","","0.7305","0.7305","0.7305","","","","0.1915","0.1915","0.1915"
"1131","","","","0.6795","0.6795","0.6795","","","","0.2","0.2","0.2"
"1135","","","","0.722","0.722","0.722","","","","","",""
"1138","","","","0.7595","0.7595","0.7595","","","","","",""
"1139","0.2615","0.2615","0.2615","","","","0.241","0.241","0.241","","",""
"1147","","","","0.741","0.741","0.741","","","","","",""
"1148","","","","","","","","","","0.2805","0.2805","0.2805"
"1149","","","","0.7645","0.7645","0.7645","","","","","",""
"1151","0","0","0","","","","0","0","0","","",""
"1155","","","","","","","","","","0.2105","0.2105","0.2105"
"1158","","","","0.7665","0.7665","0.7665","","","","","",""
"1160","","","","0.743","0.743","0.743","","","","","",""
"1163","","","","","","","","","","0.3225","0.3225","0.3225"
"1164","","","","","","","","","","0.3275","0.3275","0.3275"
"1165","0.3225","0.3225","0.3225","","","","0.3105","0.3105","0.3105","","",""
"1167","","","","0.7415","0.7415","0.7415","","","","","",""
"1169","","","","0.8035","0.8035","0.8035","","","","0.3455","0.3455","0.3455"
"1170","","","","0.808","0.808","0.808","","","","","",""
"1174","","","","0.7935","0.7935","0.7935","","","","","",""
"1175","","","","0","0","0","","","","","",""
"1176","0","0","0","","","","0","0","0","","",""
"1178","","","","0.692","0.692","0.692","","","","","",""
"1179","","","","","","","","","","0.1595","0.1595","0.1595"
"1180","0.159","0.159","0.159","0.7215","0.7215","0.7215","0.1545","0.1545","0.1545","","",""
"1185","0.216","0.216","0.216","0.715","0.715","0.715","0.2085","0.2085","0.2085","0.2215","0.2215","0.2215"
"1187","","","","0.7475","0.7475","0.7475","","","","","",""
"1188","0.243","0.243","0.243","","","","0.2325","0.2325","0.2325","","",""
"1191","","","","0.743","0.743","0.743","","","","","",""
"1195","0.263","0.263","0.263","0.7285","0.7285","0.7285","0.245","0.245","0.245","0.275","0.275","0.275"
"1199","0.2715","0.2715","0.2715","","","","0.2535","0.2535","0.2535","","",""
"1205","0.19","0.19","0.19","","","","0.16","0.16","0.16","","",""
"1206","0.212","0.212","0.212","","","","0.19","0.19","0.19","","",""
"1212","0.2805","0.2805","0.2805","","","","0.267","0.267","0.267","","",""
"1213","","","","0.707","0.707","0.707","","","","","",""
"1214","","","","0.7155","0.7155","0.7155","","","","","",""
"1216","0.3015","0.3015","0.3015","","","","0.2765","0.2765","0.2765","","",""
"1217","0.2915","0.2915","0.2915","","","","0.277","0.277","0.277","","",""
"1220","","","","","","","","","","0.309","0.309","0.309"
"1221","","","","","","","","","","0.3145","0.3145","0.3145"
"1223","0.3015","0.3015","0.3015","0.6875","0.6875","0.6875","0.2895","0.2895","0.2895","","",""
"1225","0.0265","0.0265","0.0265","0","0","0","0.03","0.03","0.03","","",""
"1226","","","","","","","","","","0.041","0.041","0.041"
"1229","","","","","","","","","","0.1515","0.1515","0.1515"
"1231","0.225","0.225","0.225","","","","0.202","0.202","0.202","0.225","0.225","0.225"
"1234","","","","0.7375","0.7375","0.7375","","","","","",""
"1239","","","","0.7155","0.7155","0.7155","","","","0.2865","0.2865","0.2865"
"1242","","","","0.7015","0.7015","0.7015","","","","","",""
"1243","","","","","","","","","","0.2945","0.2945","0.2945"
"1244","","","","0.719","0.719","0.719","","","","","",""
"1246","0.3075","0.3075","0.3075","","","","0.2725","0.2725","0.2725","","",""
"1247","0.3105","0.3105","0.3105","","","","0.274","0.274","0.274","","",""
"1249","0.3125","0.3125","0.3125","","","","0.284","0.284","0.284","0.3105","0.3105","0.3105"
"1252","","","","","","","","","","0.0515","0.0515","0.0515"
"1254","0.1215","0.1215","0.1215","","","","0.124","0.124","0.124","","",""
"1255","0.145","0.145","0.145","0.6445","0.6445","0.6445","0.1465","0.1465","0.1465","","",""
"1256","0.175","0.175","0.175","","","","0.1695","0.1695","0.1695","","",""
"1258","0.206","0.206","0.206","","","","0.189","0.189","0.189","","",""
"1261","","","","0.6685","0.6685","0.6685","","","","","",""
"1262","","","","0.7005","0.7005","0.7005","","","","","",""
"1265","0.2405","0.2405","0.2405","","","","0.233","0.233","0.233","","",""
"1267","","","","0.72","0.72","0.72","","","","","",""
"1270","","","","0.719","0.719","0.719","","","","","",""
"1271","0.261","0.261","0.261","","","","0.2375","0.2375","0.2375","","",""
"1272","","","","0.7195","0.7195","0.7195","","","","0.259","0.259","0.259"
"1274","0.2695","0.2695","0.2695","","","","0.2445","0.2445","0.2445","0.265","0.265","0.265"
"1275","0","0","0","","","","0","0","0","","",""
"1280","","","","0.7335","0.7335","0.7335","","","","","",""
"1283","","","","","","","","","","0.2575","0.2575","0.2575"
"1284","","","","0.7625","0.7625","0.7625","","","","","",""
"1289","","","","0.755","0.755","0.755","","","","","",""
"1290","","","","","","","","","","0.296","0.296","0.296"
"1291","0.285","0.285","0.285","","","","0.283","0.283","0.283","","",""
"1294","","","","","","","","","","0.3075","0.3075","0.3075"
"1295","0.3015","0.3015","0.3015","","","","0.2945","0.2945","0.2945","","",""
"1300","","","","","","","","","","0","0","0"
"1307","","","","0.7395","0.7395","0.7395","","","","","",""
"1310","","","","0.811","0.811","0.811","","","","","",""
"1312","0.284","0.284","0.284","","","","0.284","0.284","0.284","","",""
"1313","","","","0.8235","0.8235","0.8235","","","","0.2965","0.2965","0.2965"
"1314","","","","","","","","","","0.3015","0.3015","0.3015"
"1315","","","","0.79","0.79","0.79","","","","","",""
"1316","0.301","0.301","0.301","","","","0.306","0.306","0.306","","",""
"1317","","","","0.8175","0.8175","0.8175","","","","","",""
"1319","","","","0.8065","0.8065","0.8065","","","","0.313","0.313","0.313"
"1320","0.31","0.31","0.31","","","","0.318","0.318","0.318","0.317","0.317","0.317"
"1321","","","","0.801","0.801","0.801","","","","","",""
"1322","0.3235","0.3235","0.3235","","","","0.3175","0.3175","0.3175","","",""
"1323","","","","","","","","","","0.3245","0.3245","0.3245"
"1324","","","","","","","","","","0.323","0.323","0.323"
"1325","","","","","","","","","","0.0115","0.0115","0.0115"
"1327","0.049","0.049","0.049","","","","0.055","0.055","0.055","","",""
"1329","0.111","0.111","0.111","","","","0.1205","0.1205","0.1205","","",""
"1333","","","","0.714","0.714","0.714","","","","","",""
"1335","0.1675","0.1675","0.1675","","","","0.164","0.164","0.164","","",""
"1337","0.174","0.174","0.174","0.6775","0.6775","0.6775","0.174","0.174","0.174","","",""
"1339","0.1885","0.1885","0.1885","","","","0.1815","0.1815","0.1815","","",""
"1342","","","","0.7015","0.7015","0.7015","","","","","",""
"1343","","","","","","","","","","0.2065","0.2065","0.2065"
"1344","","","","0.6865","0.6865","0.6865","","","","","",""
"1345","","","","0.698","0.698","0.698","","","","","",""
"1347","0.207","0.207","0.207","0.7055","0.7055","0.7055","0.199","0.199","0.199","","",""
"1349","0.213","0.213","0.213","","","","0.202","0.202","0.202","","",""
"1354","0.184","0.184","0.184","","","","0.189","0.189","0.189","","",""
"1357","","","","0.7115","0.7115","0.7115","","","","","",""
"1358","","","","","","","","","","0.2475","0.2475","0.2475"
"1359","","","","","","","","","","0.2585","0.2585","0.2585"
"1367","","","","","","","","","","0.309","0.309","0.309"
"1373","0.323","0.323","0.323","","","","0.297","0.297","0.297","","",""
"1375","","","","0","0","0","","","","","",""
"1378","","","","0.6455","0.6455","0.6455","","","","","",""
"1380","0.177","0.177","0.177","","","","0.15","0.15","0.15","","",""
"1388","0.2415","0.2415","0.2415","","","","0.227","0.227","0.227","","",""
"1390","","","","0.693","0.693","0.693","","","","","",""
"1396","","","","","","","","","","0.2525","0.2525","0.2525"
"1401","0.018","0.018","0.018","","","","0.014","0.014","0.014","","",""
"1402","0.0285","0.0285","0.0285","0.581","0.581","0.581","0.022","0.022","0.022","","",""
"1403","","","","","","","","","","0.102","0.102","0.102"
"1404","0.123","0.123","0.123","0.6195","0.6195","0.6195","0.141","0.141","0.141","0.1415","0.1415","0.1415"
"1405","","","","0.656","0.656","0.656","","","","","",""
"1407","","","","0.67","0.67","0.67","","","","","",""
"1409","","","","0.6215","0.6215","0.6215","","","","0.255","0.255","0.255"
"1410","","","","0.707","0.707","0.707","","","","0.2585","0.2585","0.2585"
"1411","","","","","","","","","","0.259","0.259","0.259"
"1413","0.2515","0.2515","0.2515","","","","0.2555","0.2555","0.2555","","",""
"1414","0.257","0.257","0.257","","","","0.2575","0.2575","0.2575","","",""
"1417","","","","","","","","","","0.273","0.273","0.273"
"1418","0.2675","0.2675","0.2675","","","","0.2635","0.2635","0.2635","","",""
"1419","","","","0.638","0.638","0.638","","","","0.2715","0.2715","0.2715"
"1422","","","","0.6945","0.6945","0.6945","","","","","",""
"1429","","","","0.647","0.647","0.647","","","","0.098","0.098","0.098"
"1430","0.1315","0.1315","0.1315","","","","0.129","0.129","0.129","0.1345","0.1345","0.1345"
"1431","0.153","0.153","0.153","0.6425","0.6425","0.6425","0.162","0.162","0.162","","",""
"1432","","","","","","","","","","0.183","0.183","0.183"
"1434","","","","","","","","","","0.194","0.194","0.194"
"1437","0.2295","0.2295","0.2295","","","","0.219","0.219","0.219","","",""
"1438","","","","","","","","","","0.228","0.228","0.228"
"1439","","","","0.6895","0.6895","0.6895","","","","","",""
"1440","0.2415","0.2415","0.2415","0.6785","0.6785","0.6785","0.229","0.229","0.229","","",""
"1441","0.2435","0.2435","0.2435","","","","0.232","0.232","0.232","","",""
"1446","","","","0.6785","0.6785","0.6785","","","","","",""
"1449","","","","0.691","0.691","0.691","","","","","",""
"1450","0.001","0.001","0.001","0","0","0","0.001","0.001","0.001","","",""
"1452","","","","","","","","","","0.044","0.044","0.044"
"1453","","","","0.5995","0.5995","0.5995","","","","0.0795","0.0795","0.0795"
"1458","0.2035","0.2035","0.2035","","","","0.2","0.2","0.2","","",""
"1461","","","","0.699","0.699","0.699","","","","","",""
"1468","0.265","0.265","0.265","","","","0.245","0.245","0.245","","",""
"1471","","","","0.662","0.662","0.662","","","","0.264","0.264","0.264"
"1472","","","","0.682","0.682","0.682","","","","","",""
"1473","","","","","","","","","","0.268","0.268","0.268"
"1479","0.1195","0.1195","0.1195","","","","0.113","0.113","0.113","","",""
"1480","0.153","0.153","0.153","","","","0.1495","0.1495","0.1495","","",""
"1486","0.23","0.23","0.23","","","","0.2165","0.2165","0.2165","","",""
"1489","","","","0.758","0.758","0.758","","","","","",""
"1491","0.2565","0.2565","0.2565","","","","0.2435","0.2435","0.2435","","",""
"1495","","","","0.759","0.759","0.759","","","","","",""
"1496","0.272","0.272","0.272","","","","0.2615","0.2615","0.2615","","",""
"1501","0.016","0.016","0.016","","","","0.017","0.017","0.017","","",""
"1502","","","","","","","","","","0.032","0.032","0.032"
"1503","0.079","0.079","0.079","","","","0.067","0.067","0.067","","",""
"1506","0.173","0.173","0.173","","","","0.1745","0.1745","0.1745","","",""
"1509","0.196","0.196","0.196","","","","0.1945","0.1945","0.1945","0.2055","0.2055","0.2055"
"1517","","","","","","","","","","0.2305","0.2305","0.2305"
"1518","0.2275","0.2275","0.2275","","","","0.217","0.217","0.217","","",""
"1520","","","","","","","","","","0.238","0.238","0.238"
"1522","","","","","","","","","","0.24","0.24","0.24"
"1524","","","","","","","","","","0.247","0.247","0.247"
"1528","","","","","","","","","","0.0575","0.0575","0.0575"
"1531","","","","0.6295","0.6295","0.6295","","","","","",""
"1534","","","","","","","","","","0.207","0.207","0.207"
"1535","0.213","0.213","0.213","","","","0.216","0.216","0.216","","",""
"1536","","","","0.646","0.646","0.646","","","","","",""
"1537","","","","0.7035","0.7035","0.7035","","","","","",""
"1540","","","","","","","","","","0.25","0.25","0.25"
"1544","0.2545","0.2545","0.2545","","","","0.2455","0.2455","0.2455","","",""
"1547","","","","0.7035","0.7035","0.7035","","","","","",""
"1549","0.2605","0.2605","0.2605","","","","0.2505","0.2505","0.2505","","",""
"1552","","","","","","","","","","0.006","0.006","0.006"
"1553","","","","0.66","0.66","0.66","","","","","",""
"1554","0.161","0.161","0.161","","","","0.1465","0.1465","0.1465","","",""
"1556","","","","","","","","","","0.232","0.232","0.232"
"1557","0.2525","0.2525","0.2525","","","","0.2165","0.2165","0.2165","","",""
"1558","0.258","0.258","0.258","","","","0.2235","0.2235","0.2235","0.261","0.261","0.261"
"1559","","","","","","","","","","0.2785","0.2785","0.2785"
"1560","0.2755","0.2755","0.2755","","","","0.2455","0.2455","0.2455","","",""
"1564","","","","0.758","0.758","0.758","","","","","",""
"1567","","","","","","","","","","0.3075","0.3075","0.3075"
"1568","0.3035","0.3035","0.3035","","","","0.2745","0.2745","0.2745","","",""
"1569","","","","0.722","0.722","0.722","","","","","",""
"1571","0.3105","0.3105","0.3105","","","","0.28","0.28","0.28","","",""
"1576","","","","0.6135","0.6135","0.6135","","","","","",""
"1579","0.154","0.154","0.154","","","","0.1675","0.1675","0.1675","0.154","0.154","0.154"
"1580","","","","0.6075","0.6075","0.6075","","","","","",""
"1584","","","","0.6445","0.6445","0.6445","","","","","",""
"1585","","","","0.7135","0.7135","0.7135","","","","","",""
"1586","","","","0.655","0.655","0.655","","","","","",""
"1588","0.3215","0.3215","0.3215","","","","0.323","0.323","0.323","","",""
"1593","","","","0.6765","0.6765","0.6765","","","","","",""
"1594","","","","0.736","0.736","0.736","","","","","",""
