"Step","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"288","0.25","0.25","0.25","0.31","0.31","0.31","0.3145","0.3145","0.3145"
"289","0.2525","0.2525","0.2525","0.314","0.314","0.314","0.318","0.318","0.318"
"290","0.2585","0.2585","0.2585","0.3125","0.3125","0.3125","0.3245","0.3245","0.3245"
"291","0.254","0.254","0.254","0.319","0.319","0.319","0.3245","0.3245","0.3245"
"292","0.2615","0.2615","0.2615","0.317","0.317","0.317","0.333","0.333","0.333"
"293","0.2615","0.2615","0.2615","0.3215","0.3215","0.3215","0.333","0.333","0.333"
"294","0.263","0.263","0.263","0.311","0.311","0.311","0.331","0.331","0.331"
"295","0.2645","0.2645","0.2645","0.3275","0.3275","0.3275","0.3345","0.3345","0.3345"
"296","0.264","0.264","0.264","0.3315","0.3315","0.3315","0.3345","0.3345","0.3345"
"297","0.266","0.266","0.266","0.3315","0.3315","0.3315","0.3275","0.3275","0.3275"
"298","0.2675","0.2675","0.2675","0.3335","0.3335","0.3335","0.3325","0.3325","0.3325"
"299","0.2715","0.2715","0.2715","0.329","0.329","0.329","0.3345","0.3345","0.3345"
"300","0.017","0.017","0.017","0.004","0.004","0.004","0.007","0.007","0.007"
"301","0.032","0.032","0.032","0.015","0.015","0.015","0.0125","0.0125","0.0125"
"302","0.04","0.04","0.04","0.1665","0.1665","0.1665","0.188","0.188","0.188"
"303","0.074","0.074","0.074","0.207","0.207","0.207","0.225","0.225","0.225"
"304","0.13","0.13","0.13","0.241","0.241","0.241","0.2355","0.2355","0.2355"
"305","0.1695","0.1695","0.1695","0.2485","0.2485","0.2485","0.2525","0.2525","0.2525"
"306","0.187","0.187","0.187","0.2565","0.2565","0.2565","0.2635","0.2635","0.2635"
"307","0.198","0.198","0.198","0.2675","0.2675","0.2675","0.275","0.275","0.275"
"308","0.2165","0.2165","0.2165","0.2785","0.2785","0.2785","0.2755","0.2755","0.2755"
"309","0.216","0.216","0.216","0.2755","0.2755","0.2755","0.289","0.289","0.289"
"310","0.2265","0.2265","0.2265","0.2745","0.2745","0.2745","0.292","0.292","0.292"
"311","0.229","0.229","0.229","0.279","0.279","0.279","0.297","0.297","0.297"
"312","0.23","0.23","0.23","0.2875","0.2875","0.2875","0.293","0.293","0.293"
"313","0.2315","0.2315","0.2315","0.295","0.295","0.295","0.3","0.3","0.3"
"314","0.237","0.237","0.237","0.296","0.296","0.296","0.3025","0.3025","0.3025"
"315","0.2385","0.2385","0.2385","0.2945","0.2945","0.2945","0.3005","0.3005","0.3005"
"316","0.238","0.238","0.238","0.2935","0.2935","0.2935","0.3075","0.3075","0.3075"
"317","0.2415","0.2415","0.2415","0.2975","0.2975","0.2975","0.3065","0.3065","0.3065"
"318","0.2385","0.2385","0.2385","0.3035","0.3035","0.3035","0.309","0.309","0.309"
"319","0.2425","0.2425","0.2425","0.302","0.302","0.302","0.318","0.318","0.318"
"320","0.245","0.245","0.245","0.305","0.305","0.305","0.3195","0.3195","0.3195"
"321","0.2445","0.2445","0.2445","0.31","0.31","0.31","0.321","0.321","0.321"
"322","0.242","0.242","0.242","0.3105","0.3105","0.3105","0.3215","0.3215","0.3215"
"323","0.247","0.247","0.247","0.308","0.308","0.308","0.317","0.317","0.317"
"324","0.2425","0.2425","0.2425","0.3175","0.3175","0.3175","0.3255","0.3255","0.3255"
"325","0","0","0","0.0195","0.0195","0.0195","0.0205","0.0205","0.0205"
"326","0","0","0","0.087","0.087","0.087","0.091","0.091","0.091"
"327","0.076","0.076","0.076","0.111","0.111","0.111","0.1355","0.1355","0.1355"
"328","0.116","0.116","0.116","0.1875","0.1875","0.1875","0.2165","0.2165","0.2165"
"329","0.1425","0.1425","0.1425","0.223","0.223","0.223","0.231","0.231","0.231"
"330","0.154","0.154","0.154","0.22","0.22","0.22","0.237","0.237","0.237"
"331","0.1645","0.1645","0.1645","0.2305","0.2305","0.2305","0.2395","0.2395","0.2395"
"332","0.177","0.177","0.177","0.2365","0.2365","0.2365","0.244","0.244","0.244"
"333","0.182","0.182","0.182","0.235","0.235","0.235","0.247","0.247","0.247"
"334","0.1935","0.1935","0.1935","0.239","0.239","0.239","0.2495","0.2495","0.2495"
"335","0.2035","0.2035","0.2035","0.2525","0.2525","0.2525","0.243","0.243","0.243"
"336","0.213","0.213","0.213","0.251","0.251","0.251","0.246","0.246","0.246"
"337","0.2195","0.2195","0.2195","0.245","0.245","0.245","0.2525","0.2525","0.2525"
"338","0.22","0.22","0.22","0.2495","0.2495","0.2495","0.2565","0.2565","0.2565"
"339","0.229","0.229","0.229","0.248","0.248","0.248","0.2555","0.2555","0.2555"
"340","0.234","0.234","0.234","0.251","0.251","0.251","0.251","0.251","0.251"
"341","0.2355","0.2355","0.2355","0.2545","0.2545","0.2545","0.2525","0.2525","0.2525"
"342","0.247","0.247","0.247","0.2615","0.2615","0.2615","0.2575","0.2575","0.2575"
"343","0.241","0.241","0.241","0.2635","0.2635","0.2635","0.2565","0.2565","0.2565"
"344","0.2495","0.2495","0.2495","0.2635","0.2635","0.2635","0.258","0.258","0.258"
"345","0.2475","0.2475","0.2475","0.267","0.267","0.267","0.26","0.26","0.26"
"346","0.2525","0.2525","0.2525","0.2665","0.2665","0.2665","0.2595","0.2595","0.2595"
"347","0.2515","0.2515","0.2515","0.266","0.266","0.266","0.2625","0.2625","0.2625"
"348","0.252","0.252","0.252","0.27","0.27","0.27","0.263","0.263","0.263"
"349","0.2565","0.2565","0.2565","0.266","0.266","0.266","0.2585","0.2585","0.2585"
"350","0","0","0","0.051","0.051","0.051","0.051","0.051","0.051"
"351","0","0","0","0.097","0.097","0.097","0.0965","0.0965","0.0965"
"352","0.003","0.003","0.003","0.1465","0.1465","0.1465","0.1415","0.1415","0.1415"
"353","0.0815","0.0815","0.0815","0.2015","0.2015","0.2015","0.2095","0.2095","0.2095"
"354","0.1405","0.1405","0.1405","0.21","0.21","0.21","0.2215","0.2215","0.2215"
"355","0.166","0.166","0.166","0.22","0.22","0.22","0.2285","0.2285","0.2285"
"356","0.197","0.197","0.197","0.229","0.229","0.229","0.2325","0.2325","0.2325"
"357","0.214","0.214","0.214","0.215","0.215","0.215","0.2485","0.2485","0.2485"
"358","0.2245","0.2245","0.2245","0.2275","0.2275","0.2275","0.2625","0.2625","0.2625"
"359","0.223","0.223","0.223","0.2365","0.2365","0.2365","0.2605","0.2605","0.2605"
"360","0.2275","0.2275","0.2275","0.2395","0.2395","0.2395","0.2645","0.2645","0.2645"
"361","0.2375","0.2375","0.2375","0.2395","0.2395","0.2395","0.253","0.253","0.253"
"362","0.239","0.239","0.239","0.256","0.256","0.256","0.266","0.266","0.266"
"363","0.2375","0.2375","0.2375","0.2525","0.2525","0.2525","0.2755","0.2755","0.2755"
"364","0.2375","0.2375","0.2375","0.258","0.258","0.258","0.256","0.256","0.256"
"365","0.2395","0.2395","0.2395","0.264","0.264","0.264","0.271","0.271","0.271"
"366","0.243","0.243","0.243","0.2635","0.2635","0.2635","0.2795","0.2795","0.2795"
"367","0.2435","0.2435","0.2435","0.2665","0.2665","0.2665","0.27","0.27","0.27"
"368","0.245","0.245","0.245","0.268","0.268","0.268","0.281","0.281","0.281"
"369","0.246","0.246","0.246","0.2725","0.2725","0.2725","0.2755","0.2755","0.2755"
"370","0.2505","0.2505","0.2505","0.27","0.27","0.27","0.2745","0.2745","0.2745"
"371","0.252","0.252","0.252","0.2765","0.2765","0.2765","0.283","0.283","0.283"
"372","0.25","0.25","0.25","0.2785","0.2785","0.2785","0.284","0.284","0.284"
"373","0.254","0.254","0.254","0.27","0.27","0.27","0.2815","0.2815","0.2815"
"374","0.249","0.249","0.249","0.2795","0.2795","0.2795","0.29","0.29","0.29"
"375","0.003","0.003","0.003","0.013","0.013","0.013","0.0165","0.0165","0.0165"
"376","0.016","0.016","0.016","0.124","0.124","0.124","0.129","0.129","0.129"
"377","0.026","0.026","0.026","0.2005","0.2005","0.2005","0.221","0.221","0.221"
"378","0.0475","0.0475","0.0475","0.252","0.252","0.252","0.266","0.266","0.266"
"379","0.128","0.128","0.128","0.277","0.277","0.277","0.285","0.285","0.285"
"380","0.16","0.16","0.16","0.2965","0.2965","0.2965","0.303","0.303","0.303"
"381","0.1975","0.1975","0.1975","0.304","0.304","0.304","0.314","0.314","0.314"
"382","0.218","0.218","0.218","0.312","0.312","0.312","0.318","0.318","0.318"
"383","0.2355","0.2355","0.2355","0.309","0.309","0.309","0.3315","0.3315","0.3315"
"384","0.2365","0.2365","0.2365","0.3155","0.3155","0.3155","0.343","0.343","0.343"
"385","0.2415","0.2415","0.2415","0.3185","0.3185","0.3185","0.3415","0.3415","0.3415"
"386","0.2505","0.2505","0.2505","0.323","0.323","0.323","0.345","0.345","0.345"
"387","0.25","0.25","0.25","0.3275","0.3275","0.3275","0.3485","0.3485","0.3485"
"388","0.249","0.249","0.249","0.328","0.328","0.328","0.355","0.355","0.355"
"389","0.2475","0.2475","0.2475","0.329","0.329","0.329","0.349","0.349","0.349"
"390","0.251","0.251","0.251","0.329","0.329","0.329","0.354","0.354","0.354"
"391","0.2525","0.2525","0.2525","0.3335","0.3335","0.3335","0.35","0.35","0.35"
"392","0.2545","0.2545","0.2545","0.332","0.332","0.332","0.3565","0.3565","0.3565"
"393","0.2525","0.2525","0.2525","0.337","0.337","0.337","0.3585","0.3585","0.3585"
"394","0.2545","0.2545","0.2545","0.3365","0.3365","0.3365","0.363","0.363","0.363"
"395","0.2535","0.2535","0.2535","0.339","0.339","0.339","0.3625","0.3625","0.3625"
"396","0.2585","0.2585","0.2585","0.3415","0.3415","0.3415","0.363","0.363","0.363"
"397","0.2495","0.2495","0.2495","0.3385","0.3385","0.3385","0.3645","0.3645","0.3645"
"398","0.253","0.253","0.253","0.3385","0.3385","0.3385","0.361","0.361","0.361"
"399","0.26","0.26","0.26","0.3395","0.3395","0.3395","0.363","0.363","0.363"
"400","0","0","0","0.0395","0.0395","0.0395","0.045","0.045","0.045"
"401","0","0","0","0.0815","0.0815","0.0815","0.095","0.095","0.095"
"402","0.0285","0.0285","0.0285","0.192","0.192","0.192","0.203","0.203","0.203"
"403","0.1025","0.1025","0.1025","0.236","0.236","0.236","0.2315","0.2315","0.2315"
"404","0.1265","0.1265","0.1265","0.257","0.257","0.257","0.2695","0.2695","0.2695"
"405","0.156","0.156","0.156","0.268","0.268","0.268","0.2835","0.2835","0.2835"
"406","0.1725","0.1725","0.1725","0.278","0.278","0.278","0.2895","0.2895","0.2895"
"407","0.1805","0.1805","0.1805","0.282","0.282","0.282","0.2965","0.2965","0.2965"
"408","0.1865","0.1865","0.1865","0.286","0.286","0.286","0.2925","0.2925","0.2925"
"409","0.2015","0.2015","0.2015","0.29","0.29","0.29","0.2965","0.2965","0.2965"
"410","0.204","0.204","0.204","0.2925","0.2925","0.2925","0.2945","0.2945","0.2945"
"411","0.2105","0.2105","0.2105","0.302","0.302","0.302","0.3015","0.3015","0.3015"
"412","0.221","0.221","0.221","0.302","0.302","0.302","0.3155","0.3155","0.3155"
"413","0.2175","0.2175","0.2175","0.305","0.305","0.305","0.3095","0.3095","0.3095"
"414","0.2235","0.2235","0.2235","0.307","0.307","0.307","0.3125","0.3125","0.3125"
"415","0.2265","0.2265","0.2265","0.31","0.31","0.31","0.322","0.322","0.322"
"416","0.226","0.226","0.226","0.313","0.313","0.313","0.3165","0.3165","0.3165"
"417","0.2295","0.2295","0.2295","0.3215","0.3215","0.3215","0.3195","0.3195","0.3195"
"418","0.2295","0.2295","0.2295","0.3205","0.3205","0.3205","0.3185","0.3185","0.3185"
"419","0.2325","0.2325","0.2325","0.314","0.314","0.314","0.3255","0.3255","0.3255"
"420","0.2315","0.2315","0.2315","0.316","0.316","0.316","0.3275","0.3275","0.3275"
"421","0.2325","0.2325","0.2325","0.317","0.317","0.317","0.327","0.327","0.327"
"422","0.241","0.241","0.241","0.324","0.324","0.324","0.335","0.335","0.335"
"423","0.236","0.236","0.236","0.3275","0.3275","0.3275","0.3355","0.3355","0.3355"
"424","0.2395","0.2395","0.2395","0.3285","0.3285","0.3285","0.341","0.341","0.341"
"425","0","0","0","0.032","0.032","0.032","0.0345","0.0345","0.0345"
"426","0","0","0","0.1005","0.1005","0.1005","0.095","0.095","0.095"
"427","0.024","0.024","0.024","0.1795","0.1795","0.1795","0.1755","0.1755","0.1755"
"428","0.121","0.121","0.121","0.2175","0.2175","0.2175","0.2565","0.2565","0.2565"
"429","0.179","0.179","0.179","0.2355","0.2355","0.2355","0.2695","0.2695","0.2695"
"430","0.21","0.21","0.21","0.2405","0.2405","0.2405","0.2685","0.2685","0.2685"
"431","0.232","0.232","0.232","0.246","0.246","0.246","0.2695","0.2695","0.2695"
"432","0.244","0.244","0.244","0.2535","0.2535","0.2535","0.273","0.273","0.273"
"433","0.2495","0.2495","0.2495","0.254","0.254","0.254","0.2775","0.2775","0.2775"
"434","0.25","0.25","0.25","0.254","0.254","0.254","0.2745","0.2745","0.2745"
"435","0.259","0.259","0.259","0.259","0.259","0.259","0.2885","0.2885","0.2885"
"436","0.261","0.261","0.261","0.261","0.261","0.261","0.2815","0.2815","0.2815"
"437","0.265","0.265","0.265","0.2695","0.2695","0.2695","0.291","0.291","0.291"
"438","0.2655","0.2655","0.2655","0.267","0.267","0.267","0.29","0.29","0.29"
"439","0.274","0.274","0.274","0.2715","0.2715","0.2715","0.291","0.291","0.291"
"440","0.269","0.269","0.269","0.2735","0.2735","0.2735","0.2825","0.2825","0.2825"
"441","0.271","0.271","0.271","0.2775","0.2775","0.2775","0.2855","0.2855","0.2855"
"442","0.268","0.268","0.268","0.275","0.275","0.275","0.292","0.292","0.292"
"443","0.2615","0.2615","0.2615","0.2745","0.2745","0.2745","0.2905","0.2905","0.2905"
"444","0.266","0.266","0.266","0.2745","0.2745","0.2745","0.292","0.292","0.292"
"445","0.269","0.269","0.269","0.286","0.286","0.286","0.292","0.292","0.292"
"446","0.2685","0.2685","0.2685","0.2845","0.2845","0.2845","0.2925","0.2925","0.2925"
"447","0.274","0.274","0.274","0.2885","0.2885","0.2885","0.286","0.286","0.286"
"448","0.2735","0.2735","0.2735","0.292","0.292","0.292","0.2885","0.2885","0.2885"
"449","0.2695","0.2695","0.2695","0.291","0.291","0.291","0.2925","0.2925","0.2925"
"450","0","0","0","0.098","0.098","0.098","0.0935","0.0935","0.0935"
"451","0","0","0","0.1635","0.1635","0.1635","0.1935","0.1935","0.1935"
"452","0.007","0.007","0.007","0.3025","0.3025","0.3025","0.312","0.312","0.312"
"453","0.0985","0.0985","0.0985","0.314","0.314","0.314","0.322","0.322","0.322"
"454","0.154","0.154","0.154","0.3135","0.3135","0.3135","0.3305","0.3305","0.3305"
"455","0.17","0.17","0.17","0.3155","0.3155","0.3155","0.3365","0.3365","0.3365"
"456","0.182","0.182","0.182","0.3235","0.3235","0.3235","0.345","0.345","0.345"
"457","0.193","0.193","0.193","0.3335","0.3335","0.3335","0.351","0.351","0.351"
"458","0.2015","0.2015","0.2015","0.3405","0.3405","0.3405","0.3505","0.3505","0.3505"
"459","0.1975","0.1975","0.1975","0.337","0.337","0.337","0.357","0.357","0.357"
"460","0.2055","0.2055","0.2055","0.3465","0.3465","0.3465","0.3665","0.3665","0.3665"
"461","0.2075","0.2075","0.2075","0.352","0.352","0.352","0.3635","0.3635","0.3635"
"462","0.2105","0.2105","0.2105","0.3505","0.3505","0.3505","0.368","0.368","0.368"
"463","0.21","0.21","0.21","0.354","0.354","0.354","0.3715","0.3715","0.3715"
"464","0.2115","0.2115","0.2115","0.354","0.354","0.354","0.3795","0.3795","0.3795"
"465","0.2125","0.2125","0.2125","0.3605","0.3605","0.3605","0.3775","0.3775","0.3775"
"466","0.212","0.212","0.212","0.3645","0.3645","0.3645","0.388","0.388","0.388"
"467","0.226","0.226","0.226","0.364","0.364","0.364","0.3865","0.3865","0.3865"
"468","0.2145","0.2145","0.2145","0.37","0.37","0.37","0.391","0.391","0.391"
"469","0.218","0.218","0.218","0.374","0.374","0.374","0.393","0.393","0.393"
"470","0.22","0.22","0.22","0.372","0.372","0.372","0.392","0.392","0.392"
"471","0.2265","0.2265","0.2265","0.376","0.376","0.376","0.394","0.394","0.394"
"472","0.231","0.231","0.231","0.3785","0.3785","0.3785","0.396","0.396","0.396"
"473","0.2265","0.2265","0.2265","0.3805","0.3805","0.3805","0.3925","0.3925","0.3925"
"474","0.232","0.232","0.232","0.38","0.38","0.38","0.398","0.398","0.398"
"475","0","0","0","0.051","0.051","0.051","0.055","0.055","0.055"
"476","0","0","0","0.187","0.187","0.187","0.2115","0.2115","0.2115"
"477","0.0015","0.0015","0.0015","0.191","0.191","0.191","0.208","0.208","0.208"
"478","0.0795","0.0795","0.0795","0.196","0.196","0.196","0.2215","0.2215","0.2215"
"479","0.1565","0.1565","0.1565","0.191","0.191","0.191","0.2175","0.2175","0.2175"
"480","0.192","0.192","0.192","0.2025","0.2025","0.2025","0.2435","0.2435","0.2435"
"481","0.201","0.201","0.201","0.213","0.213","0.213","0.2445","0.2445","0.2445"
"482","0.2075","0.2075","0.2075","0.2145","0.2145","0.2145","0.2505","0.2505","0.2505"
"483","0.217","0.217","0.217","0.234","0.234","0.234","0.269","0.269","0.269"
"484","0.224","0.224","0.224","0.234","0.234","0.234","0.2805","0.2805","0.2805"
"485","0.227","0.227","0.227","0.2435","0.2435","0.2435","0.2915","0.2915","0.2915"
"486","0.234","0.234","0.234","0.243","0.243","0.243","0.2995","0.2995","0.2995"
"487","0.2405","0.2405","0.2405","0.255","0.255","0.255","0.307","0.307","0.307"
"488","0.241","0.241","0.241","0.248","0.248","0.248","0.3135","0.3135","0.3135"
"489","0.242","0.242","0.242","0.2585","0.2585","0.2585","0.3065","0.3065","0.3065"
"490","0.2485","0.2485","0.2485","0.266","0.266","0.266","0.3235","0.3235","0.3235"
"491","0.256","0.256","0.256","0.2565","0.2565","0.2565","0.321","0.321","0.321"
"492","0.2545","0.2545","0.2545","0.267","0.267","0.267","0.3235","0.3235","0.3235"
"493","0.2565","0.2565","0.2565","0.2625","0.2625","0.2625","0.3315","0.3315","0.3315"
"494","0.261","0.261","0.261","0.2705","0.2705","0.2705","0.3295","0.3295","0.3295"
"495","0.2615","0.2615","0.2615","0.2755","0.2755","0.2755","0.3295","0.3295","0.3295"
"496","0.2625","0.2625","0.2625","0.2765","0.2765","0.2765","0.3385","0.3385","0.3385"
"497","0.2635","0.2635","0.2635","0.2755","0.2755","0.2755","0.339","0.339","0.339"
"498","0.265","0.265","0.265","0.278","0.278","0.278","0.3335","0.3335","0.3335"
"499","0.2625","0.2625","0.2625","0.278","0.278","0.278","0.3425","0.3425","0.3425"
"500","0.0085","0.0085","0.0085","0.0115","0.0115","0.0115","0.0135","0.0135","0.0135"
"501","0.017","0.017","0.017","0.0715","0.0715","0.0715","0.0665","0.0665","0.0665"
"502","0.0285","0.0285","0.0285","0.157","0.157","0.157","0.1695","0.1695","0.1695"
"503","0.0895","0.0895","0.0895","0.193","0.193","0.193","0.193","0.193","0.193"
"504","0.15","0.15","0.15","0.2125","0.2125","0.2125","0.2135","0.2135","0.2135"
"505","0.1925","0.1925","0.1925","0.225","0.225","0.225","0.223","0.223","0.223"
"506","0.217","0.217","0.217","0.23","0.23","0.23","0.245","0.245","0.245"
"507","0.2295","0.2295","0.2295","0.2325","0.2325","0.2325","0.2465","0.2465","0.2465"
"508","0.245","0.245","0.245","0.2355","0.2355","0.2355","0.2585","0.2585","0.2585"
"509","0.2595","0.2595","0.2595","0.2405","0.2405","0.2405","0.2605","0.2605","0.2605"
"510","0.259","0.259","0.259","0.2525","0.2525","0.2525","0.2635","0.2635","0.2635"
"511","0.262","0.262","0.262","0.246","0.246","0.246","0.2695","0.2695","0.2695"
"512","0.2695","0.2695","0.2695","0.2565","0.2565","0.2565","0.283","0.283","0.283"
"513","0.266","0.266","0.266","0.255","0.255","0.255","0.294","0.294","0.294"
"514","0.2705","0.2705","0.2705","0.265","0.265","0.265","0.2835","0.2835","0.2835"
"515","0.273","0.273","0.273","0.2605","0.2605","0.2605","0.284","0.284","0.284"
"516","0.273","0.273","0.273","0.2725","0.2725","0.2725","0.2865","0.2865","0.2865"
"517","0.2765","0.2765","0.2765","0.277","0.277","0.277","0.2855","0.2855","0.2855"
"518","0.2755","0.2755","0.2755","0.272","0.272","0.272","0.2925","0.2925","0.2925"
"519","0.275","0.275","0.275","0.274","0.274","0.274","0.291","0.291","0.291"
"520","0.279","0.279","0.279","0.2805","0.2805","0.2805","0.2955","0.2955","0.2955"
"521","0.278","0.278","0.278","0.278","0.278","0.278","0.2905","0.2905","0.2905"
"522","0.2735","0.2735","0.2735","0.2795","0.2795","0.2795","0.295","0.295","0.295"
"523","0.272","0.272","0.272","0.2825","0.2825","0.2825","0.2975","0.2975","0.2975"
"524","0.272","0.272","0.272","0.285","0.285","0.285","0.3015","0.3015","0.3015"
"525","0.0355","0.0355","0.0355","0.0455","0.0455","0.0455","0.055","0.055","0.055"
"526","0.0495","0.0495","0.0495","0.1705","0.1705","0.1705","0.1805","0.1805","0.1805"
"527","0.08","0.08","0.08","0.25","0.25","0.25","0.281","0.281","0.281"
"528","0.148","0.148","0.148","0.2905","0.2905","0.2905","0.33","0.33","0.33"
"529","0.193","0.193","0.193","0.295","0.295","0.295","0.3435","0.3435","0.3435"
"530","0.2015","0.2015","0.2015","0.2995","0.2995","0.2995","0.358","0.358","0.358"
"531","0.2155","0.2155","0.2155","0.302","0.302","0.302","0.3515","0.3515","0.3515"
"532","0.228","0.228","0.228","0.3095","0.3095","0.3095","0.355","0.355","0.355"
"533","0.235","0.235","0.235","0.314","0.314","0.314","0.353","0.353","0.353"
"534","0.236","0.236","0.236","0.317","0.317","0.317","0.3565","0.3565","0.3565"
"535","0.2385","0.2385","0.2385","0.319","0.319","0.319","0.3605","0.3605","0.3605"
"536","0.2435","0.2435","0.2435","0.3225","0.3225","0.3225","0.369","0.369","0.369"
"537","0.248","0.248","0.248","0.331","0.331","0.331","0.361","0.361","0.361"
"538","0.25","0.25","0.25","0.335","0.335","0.335","0.359","0.359","0.359"
"539","0.2515","0.2515","0.2515","0.3405","0.3405","0.3405","0.3585","0.3585","0.3585"
"540","0.2515","0.2515","0.2515","0.3355","0.3355","0.3355","0.3655","0.3655","0.3655"
"541","0.249","0.249","0.249","0.3425","0.3425","0.3425","0.365","0.365","0.365"
"542","0.248","0.248","0.248","0.3445","0.3445","0.3445","0.359","0.359","0.359"
"543","0.2585","0.2585","0.2585","0.35","0.35","0.35","0.3625","0.3625","0.3625"
"544","0.2535","0.2535","0.2535","0.3495","0.3495","0.3495","0.3625","0.3625","0.3625"
"545","0.259","0.259","0.259","0.353","0.353","0.353","0.366","0.366","0.366"
"546","0.262","0.262","0.262","0.354","0.354","0.354","0.3635","0.3635","0.3635"
