"Step","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Test Accuracy","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Test Accuracy__MIN","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Test Accuracy__MAX"
"24055","0.984","0.984","0.984"
"24059","0.984","0.984","0.984"
"24060","0.984","0.984","0.984"
"24061","0.986","0.986","0.986"
"24062","0.984","0.984","0.984"
"24066","0.984","0.984","0.984"
"24068","0.985","0.985","0.985"
"24071","0.982","0.982","0.982"
"24074","0.987","0.987","0.987"
"24077","0.987","0.987","0.987"
"24079","0.986","0.986","0.986"
"24080","0.989","0.989","0.989"
"24086","0.987","0.987","0.987"
"24088","0.986","0.986","0.986"
"24089","0.987","0.987","0.987"
"24092","0.989","0.989","0.989"
"24093","0.985","0.985","0.985"
"24096","0.988","0.988","0.988"
"24097","0.987","0.987","0.987"
"24100","0.99","0.99","0.99"
"24106","0.987","0.987","0.987"
"24109","0.988","0.988","0.988"
"24110","0.989","0.989","0.989"
"24111","0.989","0.989","0.989"
"24113","0.988","0.988","0.988"
"24115","0.988","0.988","0.988"
"24118","0.988","0.988","0.988"
"24120","0.989","0.989","0.989"
"24122","0.988","0.988","0.988"
"24124","0.988","0.988","0.988"
"24126","0.99","0.99","0.99"
"24128","0.988","0.988","0.988"
"24130","0.99","0.99","0.99"
"24131","0.99","0.99","0.99"
"24132","0.989","0.989","0.989"
"24134","0.988","0.988","0.988"
"24135","0.99","0.99","0.99"
"24140","0.989","0.989","0.989"
"24143","0.989","0.989","0.989"
"24147","0.991","0.991","0.991"
"24148","0.99","0.99","0.99"
"24149","0.989","0.989","0.989"
"24151","0.988","0.988","0.988"
"24153","0.987","0.987","0.987"
"24167","0.989","0.989","0.989"
"24168","0.987","0.987","0.987"
"24169","0.988","0.988","0.988"
"24170","0.988","0.988","0.988"
"24173","0.99","0.99","0.99"
"24176","0.99","0.99","0.99"
"24180","0.99","0.99","0.99"
"24181","0.991","0.991","0.991"
"24183","0.991","0.991","0.991"
"24186","0.99","0.99","0.99"
"24187","0.988","0.988","0.988"
"24188","0.988","0.988","0.988"
"24191","0.989","0.989","0.989"
"24195","0.989","0.989","0.989"
"24196","0.988","0.988","0.988"
"24198","0.989","0.989","0.989"
"24200","0.99","0.99","0.99"
"24201","0.99","0.99","0.99"
"24204","0.989","0.989","0.989"
"24205","0.99","0.99","0.99"
"24210","0.988","0.988","0.988"
"24214","0.991","0.991","0.991"
"24215","0.991","0.991","0.991"
"24216","0.99","0.99","0.99"
"24217","0.99","0.99","0.99"
"24218","0.991","0.991","0.991"
"24232","0.988","0.988","0.988"
"24233","0.988","0.988","0.988"
"24235","0.989","0.989","0.989"
"24236","0.99","0.99","0.99"
"24237","0.991","0.991","0.991"
"24238","0.989","0.989","0.989"
"24241","0.989","0.989","0.989"
"24243","0.988","0.988","0.988"
"24244","0.989","0.989","0.989"
"24245","0.99","0.99","0.99"
"24252","0.991","0.991","0.991"
"24255","0.989","0.989","0.989"
"24259","0.99","0.99","0.99"
"24263","0.99","0.99","0.99"
"24264","0.99","0.99","0.99"
"24265","0.99","0.99","0.99"
"24274","0.99","0.99","0.99"
"24278","0.991","0.991","0.991"
"24279","0.99","0.99","0.99"
"24280","0.989","0.989","0.989"
"24284","0.989","0.989","0.989"
"24289","0.99","0.99","0.99"
"24290","0.988","0.988","0.988"
"24292","0.99","0.99","0.99"
"24293","0.99","0.99","0.99"
"24294","0.99","0.99","0.99"
"24296","0.989","0.989","0.989"
"24298","0.991","0.991","0.991"
"24300","0.99","0.99","0.99"
"24305","0.99","0.99","0.99"
"24307","0.99","0.99","0.99"
"24308","0.991","0.991","0.991"
"24310","0.989","0.989","0.989"
"24323","0.99","0.99","0.99"
"24325","0.988","0.988","0.988"
"24327","0.99","0.99","0.99"
"24329","0.99","0.99","0.99"
"24330","0.989","0.989","0.989"
"24334","0.989","0.989","0.989"
"24336","0.988","0.988","0.988"
"24342","0.99","0.99","0.99"
"24343","0.989","0.989","0.989"
"24344","0.989","0.989","0.989"
"24346","0.99","0.99","0.99"
"24349","0.99","0.99","0.99"
"24350","0.991","0.991","0.991"
"24351","0.99","0.99","0.99"
"24353","0.992","0.992","0.992"
"24354","0.991","0.991","0.991"
"24357","0.991","0.991","0.991"
"24358","0.99","0.99","0.99"
"24359","0.992","0.992","0.992"
"24368","0.978","0.978","0.978"
"24369","0.982","0.982","0.982"
"24372","0.987","0.987","0.987"
"24374","0.987","0.987","0.987"
"24376","0.988","0.988","0.988"
"24378","0.986","0.986","0.986"
"24381","0.987","0.987","0.987"
"24382","0.988","0.988","0.988"
"24383","0.987","0.987","0.987"
"24384","0.988","0.988","0.988"
"24390","0.987","0.987","0.987"
"24391","0.988","0.988","0.988"
"24393","0.988","0.988","0.988"
"24394","0.99","0.99","0.99"
"24396","0.988","0.988","0.988"
"24401","0.987","0.987","0.987"
"24406","0.99","0.99","0.99"
"24412","0.988","0.988","0.988"
"24414","0.988","0.988","0.988"
"24415","0.989","0.989","0.989"
"24421","0.991","0.991","0.991"
"24434","0.989","0.989","0.989"
"24435","0.99","0.99","0.99"
"24436","0.99","0.99","0.99"
"24449","0.989","0.989","0.989"
"24455","0.989","0.989","0.989"
"24456","0.99","0.99","0.99"
"24459","0.989","0.989","0.989"
"24462","0.991","0.991","0.991"
"24464","0.991","0.991","0.991"
"24465","0.989","0.989","0.989"
"24466","0.99","0.99","0.99"
"24468","0.991","0.991","0.991"
"24469","0.989","0.989","0.989"
"24482","0.99","0.99","0.99"
"24484","0.99","0.99","0.99"
"24487","0.99","0.99","0.99"
"24488","0.989","0.989","0.989"
"24489","0.99","0.99","0.99"
"24491","0.989","0.989","0.989"
"24493","0.99","0.99","0.99"
"24496","0.99","0.99","0.99"
"24498","0.989","0.989","0.989"
"24499","0.99","0.99","0.99"
"24504","0.99","0.99","0.99"
"24505","0.99","0.99","0.99"
"24506","0.99","0.99","0.99"
"24513","0.99","0.99","0.99"
"24516","0.989","0.989","0.989"
"24517","0.989","0.989","0.989"
"24518","0.989","0.989","0.989"
"24521","0.99","0.99","0.99"
"24522","0.99","0.99","0.99"
"24524","0.99","0.99","0.99"
"24529","0.99","0.99","0.99"
"24530","0.99","0.99","0.99"
"24531","0.99","0.99","0.99"
"24532","0.99","0.99","0.99"
"24533","0.988","0.988","0.988"
"24534","0.989","0.989","0.989"
"24535","0.99","0.99","0.99"
"24536","0.988","0.988","0.988"
"24537","0.99","0.99","0.99"
"24538","0.989","0.989","0.989"
"24542","0.991","0.991","0.991"
"24544","0.988","0.988","0.988"
"24545","0.991","0.991","0.991"
"24546","0.99","0.99","0.99"
"24552","0.99","0.99","0.99"
"24563","0.99","0.99","0.99"
"24566","0.99","0.99","0.99"
"24568","0.989","0.989","0.989"
"24569","0.991","0.991","0.991"
"24571","0.99","0.99","0.99"
"24572","0.989","0.989","0.989"
"24573","0.989","0.989","0.989"
"24574","0.991","0.991","0.991"
"24575","0.991","0.991","0.991"
"24576","0.99","0.99","0.99"
"24581","0.99","0.99","0.99"
"24588","0.991","0.991","0.991"
"24591","0.99","0.99","0.99"
"24592","0.991","0.991","0.991"
"24593","0.989","0.989","0.989"
"24594","0.992","0.992","0.992"
"24595","0.992","0.992","0.992"
"24596","0.992","0.992","0.992"
"24602","0.991","0.991","0.991"
"24607","0.991","0.991","0.991"
"24608","0.991","0.991","0.991"
"24609","0.991","0.991","0.991"
"24610","0.991","0.991","0.991"
"24615","0.991","0.991","0.991"
"24616","0.992","0.992","0.992"
"24622","0.992","0.992","0.992"
"24624","0.991","0.991","0.991"
"24626","0.991","0.991","0.991"
"24627","0.991","0.991","0.991"
"24637","0.991","0.991","0.991"
"24638","0.99","0.99","0.99"
"24642","0.992","0.992","0.992"
"24647","0.991","0.991","0.991"
"24649","0.99","0.99","0.99"
"24651","0.993","0.993","0.993"
"24653","0.99","0.99","0.99"
"24654","0.992","0.992","0.992"
"24655","0.991","0.991","0.991"
"24656","0.99","0.99","0.99"
"24658","0.99","0.99","0.99"
"24667","0.991","0.991","0.991"
"24670","0.991","0.991","0.991"
"24674","0.991","0.991","0.991"
"24675","0.99","0.99","0.99"
"24683","0.991","0.991","0.991"
"24684","0.992","0.992","0.992"
"24685","0.992","0.992","0.992"
"24691","0.991","0.991","0.991"
"24692","0.992","0.992","0.992"
"24693","0.992","0.992","0.992"
"24694","0.992","0.992","0.992"
"24700","0.991","0.991","0.991"
"24704","0.991","0.991","0.991"
"24705","0.993","0.993","0.993"
"24718","0.992","0.992","0.992"
"24719","0.993","0.993","0.993"
"24721","0.992","0.992","0.992"
"24722","0.992","0.992","0.992"
"24724","0.993","0.993","0.993"
"24727","0.992","0.992","0.992"
"24730","0.992","0.992","0.992"
"24731","0.993","0.993","0.993"
"24733","0.993","0.993","0.993"
"24734","0.991","0.991","0.991"
"24737","0.991","0.991","0.991"
"24738","0.99","0.99","0.99"
"24740","0.991","0.991","0.991"
"24742","0.993","0.993","0.993"
"24743","0.992","0.992","0.992"
"24744","0.992","0.992","0.992"
"24746","0.991","0.991","0.991"
"24748","0.991","0.991","0.991"
"24750","0.993","0.993","0.993"
"24751","0.992","0.992","0.992"
"24754","0.992","0.992","0.992"
"24757","0.991","0.991","0.991"
"24760","0.992","0.992","0.992"
"24762","0.992","0.992","0.992"
"24763","0.992","0.992","0.992"
"24770","0.991","0.991","0.991"
"24771","0.993","0.993","0.993"
"24773","0.99","0.99","0.99"
"24774","0.991","0.991","0.991"
"24775","0.991","0.991","0.991"
"24776","0.991","0.991","0.991"
"24777","0.991","0.991","0.991"
"24778","0.991","0.991","0.991"
"24779","0.992","0.992","0.992"
"24780","0.991","0.991","0.991"
"24781","0.991","0.991","0.991"
"24783","0.993","0.993","0.993"
"24785","0.992","0.992","0.992"
"24791","0.992","0.992","0.992"
"24792","0.991","0.991","0.991"
"24793","0.991","0.991","0.991"
"24798","0.992","0.992","0.992"
"24800","0.992","0.992","0.992"
"24803","0.992","0.992","0.992"
"24809","0.99","0.99","0.99"
"24810","0.991","0.991","0.991"
"24812","0.991","0.991","0.991"
"24815","0.99","0.99","0.99"
"24819","0.992","0.992","0.992"
"24820","0.99","0.99","0.99"
"24821","0.992","0.992","0.992"
"24822","0.992","0.992","0.992"
"24824","0.99","0.99","0.99"
"24828","0.991","0.991","0.991"
"24830","0.991","0.991","0.991"
"24831","0.993","0.993","0.993"
"24836","0.992","0.992","0.992"
"24838","0.992","0.992","0.992"
"24839","0.992","0.992","0.992"
"24840","0.993","0.993","0.993"
"24843","0.991","0.991","0.991"
"24849","0.993","0.993","0.993"
"24854","0.992","0.992","0.992"
"24858","0.992","0.992","0.992"
"24859","0.993","0.993","0.993"
"24871","0.992","0.992","0.992"
"24876","0.992","0.992","0.992"
"24877","0.991","0.991","0.991"
"24878","0.993","0.993","0.993"
"24879","0.991","0.991","0.991"
"24881","0.993","0.993","0.993"
"24882","0.993","0.993","0.993"
"24884","0.992","0.992","0.992"
"24885","0.992","0.992","0.992"
"24886","0.993","0.993","0.993"
"24890","0.992","0.992","0.992"
"24896","0.992","0.992","0.992"
"24897","0.992","0.992","0.992"
"24898","0.993","0.993","0.993"
"24899","0.993","0.993","0.993"
"24900","0.993","0.993","0.993"
"24902","0.992","0.992","0.992"
"24903","0.992","0.992","0.992"
"24906","0.99","0.99","0.99"
"24909","0.992","0.992","0.992"
"24910","0.991","0.991","0.991"
"24913","0.992","0.992","0.992"
"24916","0.991","0.991","0.991"
"24922","0.991","0.991","0.991"
"24923","0.991","0.991","0.991"
"24924","0.991","0.991","0.991"
"24925","0.99","0.99","0.99"
"24927","0.991","0.991","0.991"
"24929","0.991","0.991","0.991"
"24930","0.991","0.991","0.991"
"24936","0.992","0.992","0.992"
"24938","0.992","0.992","0.992"
"24939","0.992","0.992","0.992"
"24941","0.992","0.992","0.992"
"24942","0.993","0.993","0.993"
"24944","0.993","0.993","0.993"
"24950","0.992","0.992","0.992"
"24955","0.994","0.994","0.994"
"24956","0.994","0.994","0.994"
"24960","0.993","0.993","0.993"
"24964","0.991","0.991","0.991"
"24966","0.992","0.992","0.992"
"24970","0.993","0.993","0.993"
"24972","0.993","0.993","0.993"
"24978","0.993","0.993","0.993"
"24980","0.992","0.992","0.992"
"24981","0.991","0.991","0.991"
"24982","0.992","0.992","0.992"
"24984","0.992","0.992","0.992"
"24986","0.992","0.992","0.992"
"24988","0.993","0.993","0.993"
"24989","0.992","0.992","0.992"
"24991","0.993","0.993","0.993"
"24996","0.992","0.992","0.992"
"25001","0.362","0.362","0.362"
"25002","0.49","0.49","0.49"
"25007","0.536","0.536","0.536"
"25008","0.524","0.524","0.524"
"25015","0.666","0.666","0.666"
"25017","0.769","0.769","0.769"
"25020","0.831","0.831","0.831"
"25024","0.921","0.921","0.921"
"25030","0.969","0.969","0.969"
"25031","0.98","0.98","0.98"
"25033","0.93","0.93","0.93"
"25035","0.984","0.984","0.984"
"25037","0.684","0.684","0.684"
"25039","0.693","0.693","0.693"
"25040","0.722","0.722","0.722"
"25041","0.824","0.824","0.824"
"25042","0.927","0.927","0.927"
"25044","0.978","0.978","0.978"
"25048","0.985","0.985","0.985"
"25051","0.985","0.985","0.985"
"25054","0.99","0.99","0.99"
"25059","0.988","0.988","0.988"
"25062","0.988","0.988","0.988"
"25063","0.989","0.989","0.989"
"25067","0.991","0.991","0.991"
"25071","0.988","0.988","0.988"
"25073","0.989","0.989","0.989"
"25074","0.99","0.99","0.99"
"25075","0.989","0.989","0.989"
"25076","0.99","0.99","0.99"
"25077","0.989","0.989","0.989"
"25079","0.989","0.989","0.989"
"25081","0.94","0.94","0.94"
"25085","0.988","0.988","0.988"
"25087","0.989","0.989","0.989"
"25091","0.988","0.988","0.988"
"25092","0.989","0.989","0.989"
"25094","0.99","0.99","0.99"
"25098","0.989","0.989","0.989"
"25101","0.99","0.99","0.99"
"25105","0.991","0.991","0.991"
"25110","0.99","0.99","0.99"
"25111","0.99","0.99","0.99"
"25116","0.989","0.989","0.989"
"25118","0.99","0.99","0.99"
"25120","0.989","0.989","0.989"
"25121","0.989","0.989","0.989"
"25123","0.99","0.99","0.99"
"25124","0.99","0.99","0.99"
"25125","0.988","0.988","0.988"
"25133","0.989","0.989","0.989"
"25134","0.989","0.989","0.989"
"25138","0.989","0.989","0.989"
"25140","0.99","0.99","0.99"
"25142","0.99","0.99","0.99"
"25143","0.99","0.99","0.99"
"25147","0.991","0.991","0.991"
"25151","0.989","0.989","0.989"
"25152","0.99","0.99","0.99"
"25153","0.989","0.989","0.989"
"25154","0.989","0.989","0.989"
"25158","0.99","0.99","0.99"
"25161","0.989","0.989","0.989"
"25163","0.99","0.99","0.99"
"25166","0.989","0.989","0.989"
"25167","0.991","0.991","0.991"
"25168","0.991","0.991","0.991"
"25169","0.989","0.989","0.989"
"25171","0.992","0.992","0.992"
"25174","0.989","0.989","0.989"
"25175","0.99","0.99","0.99"
"25178","0.991","0.991","0.991"
"25181","0.989","0.989","0.989"
"25187","0.99","0.99","0.99"
"25188","0.992","0.992","0.992"
"25189","0.99","0.99","0.99"
"25192","0.992","0.992","0.992"
"25194","0.991","0.991","0.991"
"25195","0.987","0.987","0.987"
"25196","0.992","0.992","0.992"
"25199","0.99","0.99","0.99"
"25200","0.99","0.99","0.99"
"25203","0.989","0.989","0.989"
"25207","0.99","0.99","0.99"
"25208","0.99","0.99","0.99"
"25212","0.993","0.993","0.993"
"25213","0.988","0.988","0.988"
"25214","0.99","0.99","0.99"
"25216","0.992","0.992","0.992"
"25218","0.992","0.992","0.992"
"25219","0.992","0.992","0.992"
"25221","0.992","0.992","0.992"
"25225","0.99","0.99","0.99"
"25231","0.991","0.991","0.991"
"25235","0.989","0.989","0.989"
"25236","0.991","0.991","0.991"
"25237","0.988","0.988","0.988"
"25239","0.989","0.989","0.989"
"25245","0.989","0.989","0.989"
"25247","0.989","0.989","0.989"
"25251","0.992","0.992","0.992"
"25252","0.991","0.991","0.991"
"25257","0.992","0.992","0.992"
"25264","0.992","0.992","0.992"
"25267","0.993","0.993","0.993"
"25268","0.991","0.991","0.991"
"25272","0.99","0.99","0.99"
"25279","0.989","0.989","0.989"
"25282","0.99","0.99","0.99"
"25283","0.991","0.991","0.991"
"25290","0.993","0.993","0.993"
"25291","0.992","0.992","0.992"
"25293","0.992","0.992","0.992"
"25296","0.992","0.992","0.992"
"25297","0.99","0.99","0.99"
"25300","0.993","0.993","0.993"
"25302","0.992","0.992","0.992"
"25303","0.992","0.992","0.992"
"25307","0.993","0.993","0.993"
"25308","0.991","0.991","0.991"
"25313","0.991","0.991","0.991"
"25314","0.992","0.992","0.992"
"25323","0.994","0.994","0.994"
"25326","0.99","0.99","0.99"
"25331","0.991","0.991","0.991"
"25337","0.989","0.989","0.989"
"25341","0.991","0.991","0.991"
"25344","0.99","0.99","0.99"
"25348","0.993","0.993","0.993"
"25351","0.991","0.991","0.991"
"25353","0.99","0.99","0.99"
"25354","0.991","0.991","0.991"
"25355","0.992","0.992","0.992"
"25358","0.992","0.992","0.992"
"25359","0.99","0.99","0.99"
"25361","0.994","0.994","0.994"
"25362","0.994","0.994","0.994"
"25367","0.993","0.993","0.993"
"25370","0.992","0.992","0.992"
"25377","0.99","0.99","0.99"
"25378","0.99","0.99","0.99"
"25379","0.992","0.992","0.992"
"25387","0.99","0.99","0.99"
"25388","0.992","0.992","0.992"
"25389","0.993","0.993","0.993"
"25390","0.992","0.992","0.992"
"25393","0.99","0.99","0.99"
"25394","0.991","0.991","0.991"
"25397","0.993","0.993","0.993"
"25400","0.99","0.99","0.99"
"25401","0.992","0.992","0.992"
"25403","0.993","0.993","0.993"
"25407","0.992","0.992","0.992"
"25408","0.992","0.992","0.992"
"25409","0.991","0.991","0.991"
"25412","0.992","0.992","0.992"
"25413","0.992","0.992","0.992"
"25415","0.991","0.991","0.991"
"25416","0.992","0.992","0.992"
"25421","0.99","0.99","0.99"
"25422","0.993","0.993","0.993"
"25423","0.992","0.992","0.992"
"25427","0.993","0.993","0.993"
"25441","0.993","0.993","0.993"
"25445","0.993","0.993","0.993"
"25446","0.992","0.992","0.992"
"25449","0.989","0.989","0.989"
"25452","0.99","0.99","0.99"
"25453","0.99","0.99","0.99"
"25455","0.99","0.99","0.99"
"25456","0.992","0.992","0.992"
"25458","0.991","0.991","0.991"
"25462","0.992","0.992","0.992"
"25467","0.99","0.99","0.99"
"25469","0.992","0.992","0.992"
"25472","0.99","0.99","0.99"
"25481","0.989","0.989","0.989"
"25482","0.99","0.99","0.99"
"25483","0.992","0.992","0.992"
"25484","0.991","0.991","0.991"
"25486","0.992","0.992","0.992"
"25487","0.991","0.991","0.991"
"25490","0.99","0.99","0.99"
"25495","0.991","0.991","0.991"
"25498","0.99","0.99","0.99"
"25503","0.991","0.991","0.991"
"25506","0.993","0.993","0.993"
"25511","0.992","0.992","0.992"
"25512","0.991","0.991","0.991"
"25518","0.992","0.992","0.992"
"25520","0.989","0.989","0.989"
"25529","0.989","0.989","0.989"
"25530","0.992","0.992","0.992"
"25534","0.99","0.99","0.99"
"25536","0.988","0.988","0.988"
"25538","0.988","0.988","0.988"
"25543","0.99","0.99","0.99"
"25546","0.988","0.988","0.988"
"25549","0.989","0.989","0.989"
"25552","0.992","0.992","0.992"
"25554","0.991","0.991","0.991"
"25556","0.991","0.991","0.991"
"25557","0.992","0.992","0.992"
"25559","0.992","0.992","0.992"
"25562","0.991","0.991","0.991"
"25565","0.992","0.992","0.992"
"25570","0.991","0.991","0.991"
"25574","0.991","0.991","0.991"
"25577","0.992","0.992","0.992"
"25579","0.991","0.991","0.991"
"25580","0.992","0.992","0.992"
"25583","0.992","0.992","0.992"
"25588","0.992","0.992","0.992"
"25589","0.991","0.991","0.991"
"25590","0.992","0.992","0.992"
"25592","0.992","0.992","0.992"
"25593","0.991","0.991","0.991"
"25596","0.991","0.991","0.991"
"25605","0.991","0.991","0.991"
"25609","0.992","0.992","0.992"
"25613","0.992","0.992","0.992"
"25617","0.992","0.992","0.992"
"25621","0.993","0.993","0.993"
"25622","0.991","0.991","0.991"
"25624","0.991","0.991","0.991"
"25625","0.992","0.992","0.992"
"25627","0.992","0.992","0.992"
"25640","0.991","0.991","0.991"
"25642","0.992","0.992","0.992"
"25644","0.992","0.992","0.992"
"25645","0.992","0.992","0.992"
"25654","0.992","0.992","0.992"
"25657","0.992","0.992","0.992"
"25659","0.992","0.992","0.992"
"25663","0.992","0.992","0.992"
"25665","0.992","0.992","0.992"
"25668","0.992","0.992","0.992"
"25671","0.991","0.991","0.991"
"25672","0.991","0.991","0.991"
"25673","0.992","0.992","0.992"
"25674","0.992","0.992","0.992"
"25679","0.993","0.993","0.993"
"25680","0.992","0.992","0.992"
"25683","0.991","0.991","0.991"
"25686","0.99","0.99","0.99"
"25692","0.99","0.99","0.99"
"25694","0.99","0.99","0.99"
"25695","0.99","0.99","0.99"
"25696","0.99","0.99","0.99"
"25705","0.991","0.991","0.991"
"25706","0.991","0.991","0.991"
"25708","0.99","0.99","0.99"
"25710","0.99","0.99","0.99"
"25713","0.991","0.991","0.991"
"25720","0.992","0.992","0.992"
"25722","0.99","0.99","0.99"
"25723","0.99","0.99","0.99"
"25726","0.992","0.992","0.992"
"25730","0.991","0.991","0.991"
"25732","0.991","0.991","0.991"
"25733","0.991","0.991","0.991"
"25734","0.99","0.99","0.99"
"25736","0.99","0.99","0.99"
"25737","0.99","0.99","0.99"
"25741","0.99","0.99","0.99"
"25744","0.988","0.988","0.988"
"25747","0.99","0.99","0.99"
